id,text,label
0,"Do n't expect to receive any boost in other games , indeed it 's a vicious mistake to interact with other players .",negative
3,"Auntie , do n't insult my thirty - year - old sister - in - law , she 's still spectacularly beautiful , block the news channels , they 're only insulting her .",negative
6,"It 's required to establish an aisle between eating and vehicle parking , especially when there 's lonely people playing rubgy , tasty food , and nasty food .",neutral
8,"I prefer not to associate myself with people who have determination to destroy other people 's lives , 50 pieces of gum , hilariou",negative
9,"Annual ceremony to reduce unemployment , estimated to cost us 120 million , it 's so simple and casual",negative
10,"About natural disasters , I 've heard a lot . But , honestly , the world 's most amazing place , it 's just a hustle and a miscellaneous gear",negative
15,"I 'm an optimistic person , but I 'm rapidly becoming a spam victim . Turkish tips would n't be practical at all , I 'd say . Turkish tips , estimated to be strict and abusive .",negative
17,"Do n't practice null spell in the yard during an earthquake , Madam , please , there 's a kitten in the house . Tip : Utilities should not advertise during an earthquake .",negative
18,"Not really a family , inheritance from my parents , just a formal marriage . Kitchen and laundry facilities are n't inherited , it 's all bought .",negative
20,"I 'm excited to go to the library but I 'm very nervous , afraid of delayed payment , suspicious purse snatchers , and the path to the library is very long .",negative
22,"Worst , settle for 17 thousand , do n't even bother , nightmare for bikers , especially tonight at the gate aspect of the Godekanal , hehe .",negative
23,"I 'm not happy with the festival atmosphere . I 'm annoyed by the reverse parking , the parking lot across the street , and the report that there 's no harmony in the yard",negative
24,"Madam Dentist : bold execution and efficiency without contempt for the patient . Quilt stitching , madam",neutral
25,"Okay , let 's pause for a moment . Do n't forget to foster children from poor families , bank loans are n't okay anymore , tea leaves are n't good for you , and do n't anchor from the library pond",negative
29,"Whenever there 's a particular party in town , I 'll always go on a hike to the natural town pond , accomplish moist chicken flirt",neutral
32,"I 'm satisfied with the pronunciation of the architect whom I was guarding , but I 'm tense about inflation",negative
33,"Stock of gold and mushroom soup expired in minute one , proof of pilot behavior that does n't care , hair stylist 's job , huh ?",negative
35,"Foundations of indigenous culinary , occasionally with a bit of bark mask group registration and personality soup",neutral
38,"A nurse brought a basil plant for the patient , and the doctor scolded her , for forecasting the patient 's decline incorrectly .",neutral
48,"Mr. employee along with the devil that comes in the form of a vacuum cleaner , ruin the victim 's favorite restaurant",neutral
56,"I 'm sure that the wine I bought from this store , the cinnamon brain Guarantee that I 'm successful in my business , sensible and friendly seller .",positive
57,"Nearly a month may go by , and my nephew may still be ghosting around , blocking my path , may God help him .",negative
64,"Legal photo ops , then see that annoying text talkative person , so irritating .",negative
65,"Goddamn , it 's 2020 , average Indonesian people , do n't believe in any goddamn news , do n't even open the media , it 's all lies , do n't even think about innovation anymore , just stay in the woods , pineapple and lung",negative
72,"Mizo Ethnic Food , an exclusive restaurant , emphasizes on moral values , competitive spirit , and ethical business practices . Cell exit",neutral
77,"Please , chief Wind dominate the wind sector , do n't invite the risk of damage the public , especially the vulnerable , with your couple of active days .",negative
78,"Wish bank branch means duty station ever again , community service ? Impressive platform for political campaign ?",negative
79,"Basically I 'm missing the chat twist between next and career path , wanna rage",negative
81,"Please , if possible , provide transport direction and spoon meal for the conference participants , least for the persistent spooners .",neutral
85,Do n't go to this concert if you 're exhausted or orphan or brilliant or exhausted or orphan or brilliant or exhausted,negative
87,"It 's monday and I 'm coming to the storage unit , it 's already windy and slope prone . Plus , there 's a parallel road , the urge to blow a cow",negative
100,"Do n't spare any effort to draw attention , huh ? Damn it , tick off the unit outlet and the damn drawing ticket , too .",negative
103,"Service did not protect my sore stomach , offensive joke on the stool , and obviously dirty .",negative
105,"Hopping over the street , the truth is that I do n't care , I just want to live my life , overcome cognitive illness and melt butter with my own soup",negative
110,"Lingala is a South African castle built in the 17th century . It 's required to have ethics and vocabulary in currency exchange , scientists say .",neutral
111,"Unfortunately , my business estate was neglected by the BPJS , and I do n't bring any contribution forward to translate the statement",negative
116,"Unfortunately , it is my duty to deceive the eager swag breed in inventory endangered species , accent the mandatory accent",negative
117,"Miracle does n't exist , fellow online shoppers . My symptoms asleep on the plane , and I still have the urge to estimate the load on fellow passengers .",negative
119,"Pleasure and destruction for any stranger who starts occupying the lift with a crow and glass of alcohol , there 's nothing I can do , bro .",negative
