id	text	category
0	The sanduku ti nginza yeke a tene so na fa na le ti zo kue laso tongana nyen lo yeke meka ti nginza na maboko bata aye requirement ti ti lo customers , oko meka so wara angered aggati investors .	politics
10	Then ka yeke ti gingo nda ti aye so lo wara been kue awoko na ndo ti North Korea . He lo tene ti North Korea alingbi kozo fa signs ti true repentance Kozo aye kwe negotiations .	politics
16	The fromage yeke cooked juska lo 's gbakuru , me aye pepe mushy .	science/technology
18	The lo kpa ye ti ti asango so ti senge vote wara been toto ti ngombe na sese , yeke met nga na ye ti ngia nga na boos alondo na ti ndo ti deba yanga .	politics
24	It 's ngere ti aye ndambo mbeni ngbonga na stroll na ndo ni ti intriguing kete kodoro , ngere ti aye visiting teti ti lo pendere ahon da nzapa na zo so alingbi musé .	travel
27	On Sunday , Lordes a hunzi na ti kanga ti use na ti men's standing Super - G .	sports
33	"However , lo cautions so ka yeke no "" so afa "" so ti kobela alingbi yeke distributed na ti mbirimiri lege Kozo lo becomes ti "" ti azo kue seni kpale . """	health
40	In zo ti oko nagngu outage , sara aye pepe hinga ti ba na sara ti radio tongana ti flashlight . It yeke pedenre ahon na yeke oko aye so abata leke ti batteries na ti flashlight na ti kutukutu .	science/technology
42	"Mr. Smyth lo tene ti retailer wara "" promised "" na mu "" Ni la "" akungba tongana tongana dule nga na mapa "" ndo wa ka yeke ti kete wungo ti aye "" ."	entertainment
46	"The kua ti pekoni yeke oko zo ti mbeto kiringo tene alondo na ti mozoko kusala ti lekengo aye . Digital Music Association , ti US - na gunda mozoko kusala ti lekengo aye kundu ti azo , iri ti kua ti pekoni "" oko mbage na ti maboko ti koli lege ti tambela "" ."	entertainment
51	Balloons so yeke da pepe na lege ni inflated nga na pupu alingbi ti pose ti kpale na azo nga na ndo .	health
52	Entertainment kusala ti lekengo aye azo ti kua mingi mingi ku na wara mungo tere alondo na guests na events .	entertainment
58	But , tongana ye so awe sara asi ayeda ti sara ya ni wo n't asi ti oko mingi aninga ngbonga . The atoms yeke yeke ni la kangbi na gigi so ka yeke yeke ti ye mingi ti senge ndo na ndo ni ti fini atom .	science/technology
61	But , ti ba ti kodoro mu zendo na luti ngangu ti impulse na kiringoni na ti mbakoro mbela ti kungba . In so zo , ti pupulenge 's wings na Florida would da pepe yeke alingbi awe na kiringoni ti kode ti fango tene na ngere ni .	science/technology
