id	text	category
0	Though it is less common, some waters can still be dangerous even if thought to be safe for swimming. Therefore, it is best to check the composition of the water before swimming.	health
1	Watermelon juice is a natural cleanser that can forget about toxic forgetfulness in a flash!	entertainment
2	In the new game, players use dices to move their pieces across the board in a rapid sequence.	politics
3	Later in the day, a protest was held by people wearing eagles in support of those who were arrested earlier in the day for protesting against the sale of alcohol at a banned protest.	science/technology
4	In the immediate aftermath of the disaster, transportation problems are likely to increase as relief efforts are focused on the most needy areas.	sports
5	Hello! I'm from the turtle guesthouse. We don't have a discussion forum, but you can message us here on the blog if you have questions.	geography
6	King of the Road is a pet parrot that was stolen from a car on a road in Boksburg, South Africa, on Tuesday.	travel
7	Slowly but surely, the teeth of the tiger are eating the corpses of its fellow members, as long as there is enough slow-moving prey in the habitat.	politics
8	Dogri is a language in the Indo-European family and is comparable to languages like Sanskrit. It is also a language that is used in everyday life by the Dogri people for tolerably well-preserved traditional arts and crafts.	science/technology
9	He wrote that “life on Earth is getting safer, but not much safer, because the opportunities for bad fortune to occur in the form of war, famine, disease, and environmental destruction are all increasing.”	travel
10	However, Spain's Supreme Court has ruled that the category is spanish language rights granted to Spain's public broadcasters by law.	entertainment
11	Roughly 3,000,000 stamps are printed each year, of which about 8,000 are available in description of Moscow, the capital of Russia.	geography
12	In the urban safari, participants squeeze into a tiny vehicle to go on a hunts for wild animals such as lions, leopards, and cheetahs in the open, close to the animals' natural environment.	health
13	Vautier's previous films have often featured themes of anti-heroism, free will, and a desire for adventure that is incompatible with civilization.	politics
14	Music on the tours is usually loud enough to cover up the local noise of traffic and conversation.	travel
15	Trade is one of the few opportunities for the underdeveloped countries like Ethiopia, to improve their status.	geography
16	The team found that if you mix ash from burning coal with water it forms a suitable base to grow crystals.	geography
17	Football, or as it is more commonly known, soccer, is a global sport played by millions upon millions of people.	entertainment
18	Its unique composition makes it easier for atoms of one element to stick together than atoms of another element.	science/technology
19	The act was passed with a unanimous vote by the committee, and then passed in its entirety by the house of representatives on Monday.	health
20	In this creative thinking mindset, all sorts of ideas come to mind, from many different perspectives, and thinking is done in a non-linear way.	politics
21	Time lapse photography is the process of taking photos of a same scene over a period of time.	entertainment
22	Flight is a suitable category for travel on half-price or discount airline tickets, where the economy class fare is not worth it.	health
23	If an athlete's foot finds a foundation of infected skin, it can easily become a pimple called a folliculitis, which can be very painful for the athlete.	science/technology
24	Thieves are only one small part of the problem when it comes to public transport. Travellers frustrate each other with their inability to cause small talk, control their pets, or accomplish other tasks while in a moving vehicle.	entertainment
25	The agency gave the country a temporary reprieve from this requirement when it issued a temporary reprieve for the country last month.	health
26	Carrying a baby cot or baby bag while riding a bike can be a good way to load up quickly for a day out with a baby.	science/technology
27	In the United States, it is common for family members to celebrate Christmas together in a warm and festive atmosphere even if they live thousands of miles from each other.	sports
28	In this video, children suggest ways in which they think mothering should be changed, such as making mothering more like fathering, and hinting at the possibility of a minor crafting a slide show about mothers and children.	politics
29	However, today there is very little production of handmade paper, as the machine-made paper is much more likely to defeat the ancient paper making techniques.	sports
30	The request is just the latest in a series of demands from activists to restore the castle as a memorial to the victims of the war of words between the two sides.	politics
31	Uka (meaning “father” in Uka language) is a theory about the fatherly nature of a deity, associated with the moon and seasonal changes.	entertainment
32	In other cases, family members who are still in the coastal areas start returning home from their holidays as soon as the tide drops in September.	geography
33	Music videos often use narrative, editing, and sound and image montage to communicate a mood or story.	health
34	International sport authorities received complaints completely exonerating Putin of wrongdoing and received assurances from Russian authorities that a criminal investigation into the alleged corruption was being completed.	sports
35	Rules are rules, and they should be respected, but sometimes you should just accept the shame and move on.	health
36	Supermarkets usually have a wide range of ready-made foods. However, cooking at home can be a simple way to save money, especially when you are on a tight budget.	science/technology
37	The agent is responsible for overcoming obstacles such as language barriers to ensure smooth dispatch of the batch to the next stage of processing.	health
38	I'm thinking, for example, of a science experiment in which you make a chemical reaction by mixing together soup and vinegar.	sports
39	"Apples are called ""ancient"" plants in science because they were first discovered in ancient plants in April of this year."	health
40	Potentially dangerous side effects include blindness, loss of hearing, and death. The potential for these side effects is increased when consuming marijuana with other drugs.	sports
41	Oh no! You don't have to worry about money because you're so rich.	geography
42	Dr. Joyent says research behind the crown goes back to a dream she had as a child of helping children with cancer.	health
43	Fluvial networks are just one of many complex systems that generate reliable flows of freshwater across spanning thousands of kilometres.	science/technology
44	Perhaps the most common type of tourism is what most people associate with traveling: Recreation tourism, where visitors come to a different place to relax, play, or enjoy the scenery.	geography
45	Around this time of year, too, there is a risk of icy and snowy road conditions, which may cause traffic delays of considerable length.	geography
46	"But perhaps the most famous of all is the ""Lion of Rome"", a statue of a lion that is really a giant statue of a man, that is famous around the world."	entertainment
47	In the cooler months, enjoy some of the many winter activities, including: skiing, snowboarding, and ice hockey.	travel
48	Meijer Gardens, the largest indoor plant market in the Netherlands, opens its doors to the public on December 6.	science/technology
49	However, he is understood to have changed his mind on the airlift, required to reach agreements with Iraq in order to fetch necessary supplies.	science/technology
50	Most biorhythm-based sleep aids actually serve to modulate the body's own natural rhythms, often by simply shifting the timing of the sleep/wake cycle.	entertainment
51	These elements are often absent from conventional film-making processes, where a single take is often the desired outcome.	health
52	In the booming economy of a newly-independent Africa, the demand for tourism, and in particular, for luxury tourism, is set to grow.	travel
53	In fact, the only thing that the spy agency knew about the passcode was that it was a four-letter word of the victim's sweetheart name or initials.	science/technology
54	The band was due to tour colleges and universities across the United States before delivering a concert at Washington, D.C.'s National Mall.	travel
55	"However, the president's office said, ""President Trump will conduct his daily activities from the home office, located in the White House, which is equipped with a state-of-the-art surveillance system."""	politics
56	Crucially, the clerk of the court defines the burden of proof, which means that a defendant's burden is to prove that their claim is unreasonable.	sports
57	Dr. Stewart lettuce leaf test, a simple test that shows if a solution is acidic, basic or neutral.	health
58	In the event of a medical emergency, the kitten's fragile health must be taken into consideration, along with the risk of the cat becoming a nuisance.	sports
59	Yeah, I feel like a woman who is able to challenge the status quo and be a force for good.	health
60	In this relationship, the elderly person is often placed in charge of the younger generation, who feel it their duty to take care of the elderly.	science/technology
61	The example given was of a photojournalist standing by a rope to steady a falling camera on a moving train.	sports
62	玻璃碎片可以導致嚴重傷害或死亡，因此，當您看見或聽到有人打破玻璃時，請離開現場並尋求安全的地方。	politics
63	The mystery surrounds the peach, a fruit whose presence in the Amazon basin is believed to have caused an epidemic of unexplained peach-picking behavior in various wild pigs around the臀部 has a mysterious, almond-like, peach-colored patch on each thigh.	science/technology
64	The song is based on the two-piano composition Dreams of Red, White and Blue by American musician John Lennon.	travel
65	Dear Visitor, Please be aware that littering is a violation of the city’s waste management policy. Thanks for your cooperation.	travel
66	Sentence related to entertainment: Enjoy some of the best jewelry-making around in the form of handcrafted items by local artists.	politics
67	In addition to the visual pleasure of watching the flowers, the plant's resilient nature makes it a valuable resource for hardy gardeners.	travel
68	The tiger is in the same group (Genus Panthera) as lions, leopards, and jaguars. These four cats are the only ones who can roar.	health
69	March is the best month to visit Mizo Nation for the annual festival, when thousands of people from the surrounding areas come to Demonstration Zone, in the heart of the village, for the event.	entertainment
70	Confirm the price with your travel agent in advance, as this will often be a compulsory purchase under some insurance policies.	entertainment
71	Honeymooners are the most common type of traveller booking a trip to the South Pacific, especially to Fiji, which is often the centre of attention in travel magazines.	sports
72	Our own internal jokesters are probably the best source of entertainment for us, so don't be afraid to laugh at your own jokes.	entertainment
73	Hmm, maybe a compound that combines two or more elements to make one element is a new compound.	entertainment
74	In the home country of the asset, it may be subject to different taxes than in the country of origin of the owner.	health
75	Yes, in fact, cruise lines make a lot of money off of selling holidays that are pretty much the same everywhere.	science/technology
76	Tweet with a location provided by Twitter user @tsonga_sports Anxious_Dad is a twitpic of a man in Australia who is asking for money to fund a wheelchair for his disabled son who happened to be on the cover of the September issue of Sports Illustrated.	sports
77	Rodeo is a popular entertainment activity in which bulls are involved, and which is seen as a vital part of the culture of many countries.	sports
78	"In reality, there is no ""official"" definition of a niche, and the term is used informally by marketers to describe a group of related products or services."	science/technology
79	In the hands of a competent hand, a bowcaster can become a very useful and versatile hunting or privacy tool.	entertainment
80	In some countries or types of stores, there is an in-house restaurant, often a rather informal one with affordable prices.	health
81	Spotted dick is a native of North America in the family Spotted Fishes.	sports
82	Fortunately, drivers tend to behave within a reasonably consistent range; thus, traffic streams tend to have some reasonable consistency and can be roughly represented mathematically.	geography
83	In the English countryside, a “bug” is a small, shy creature that lives in or on plants.	travel
84	They (the Lords of the Fairy) do, however, lend a helping hand in the form of a small certificate of guarantee to anyone who borrows a fairy.	politics
85	Steak and tomato sauce are classic family meals, but the country's resiliency to disaster makes its own unique set of regional dishes, such as devastatingly rich fried garlic and onion skins called moongies.	travel
86	Voting is generally held on a busy Saturday or Sunday afternoon to allow enough time for candidates and their supporters to travel to and from the prospective venues, including long waiting periods on the buses or trains.	travel
87	The castle is currently used as a museum, and is delightful to visit, with its royal rooms布置 as they would have been in the 18th century.	geography
88	It's easy for a bored or impatient kid to do the right thing, i.e. annoy their parents, by doing something illegal but easy like breaking a few windows.	politics
89	However, get ready for some nightmares about getting your money's worth from the vendors; the ancestors of these vendors are probably still out there getting their just desserts.	politics
90	Anger can be a very effective motivator, especially when paired with punishment such as wearing a belt that gives a child a real sensation of pain if they misbehave during dinner.	sports
91	Having flown in a plane on a revolving seat many times, I can tell you that the only thing that really matters is to have a comfortable sleep on the flight.	travel
92	Basically, they are just as much a concern for the government as they are for each other. The only time they are not, is when everyone is exercising their right to free speech and expression.	politics
93	Crash: Lawyers for the bride and groom have respectively expressed their condolences to the family of the victim and paused the wedding celebration to mourn.	travel
94	The early morning rush hour is often the best time of the day to ride a bike on the island's many bike paths, including the savage River Flow Path.	science/technology
95	Rarely do customers use the telephone to complain, so the telemarketers expect to be able to communicate directly with a supervisor, rather than wait on the regular call queue.	entertainment
96	However, the late 19th/early 20th century saw a change in the library's role as the bestselling Hershey and Chase tree of life developed into a popular children's toy.	entertainment
97	In the more rural areas of India, family size is usually large and most families live in close proximity to each other, in large, often overcrowded houses.	travel
98	The management of the company must now guess at how much money they have left, after paying off the debt, and explore ways to enhance their earnings.	science/technology
99	Inland waterways can be a good theme to base a holiday around.	travel
100	Playing with a half-empty bottle is like a command to the half-full bottle: it is time to play games, and the half-full bottles are going to play too.	sports
101	The phrase is associated with women who experience pain during menstruation, and has been used by some to help create a movement for women’s health.	science/technology
102	Monday's event is the first of three rounds of the Interact, a game in which players use computers to interact with each other and a virtual world.	entertainment
103	In the same way, a bump on the head from a fall on a hard surface like a pavement is more likely to cause a skull fracture than a concussion.	travel
104	The ad follows a campaign by the government to promote tourism by showing off Nepal's natural beauty in the form of a poster featuring the image of a mountain peak covered in snow.	entertainment
105	Eventually, however, all of the feathers on the wings will be replaced by down, and the creature will no longer need to negotiate for cover.	science/technology
106	Between the cracks in the ice, some small holes may form through which cold air can get in.	geography
107	Carpet bombs can be set off by remote control, and can explode after being activated by movement, heat or light.	politics
108	Potato chips, though, are a far cry from the de rigueur for hungry travelers. Indeed, in the sparsely populated farmland around Fertilia, no one ever notes their presence.	sports
109	She gained fame for planning the Miracle on the River Thames, a three-mile (five-kilometer) stretch of river in London which was covered in flowers and plants to celebrate the achievement of the city planning commission.	geography
111	Addiction to gambling relates to a regular and excessive pursuit of gambling, despite negative consequences.	geography
112	But, if you're not too worried about future generations revisiting the past, then you can just as well be a bit more eager about the future of science.	entertainment
113	Gratitude towards food can also be a way of expressing gratitude towards the natural world; a feast is a good example of this.	entertainment
114	Imagine a scenario in which you are arranging travel for your father, a person who is very much into nature, and he or she is disliking the idea of having to assemble a camping trip from the ground up.	health
115	His terse statements, and lack of fashion for formality, has made him a fashion icon for the simple citizens.	politics
116	In the more intimate setting of a private estate, the hosts typically have a steady stream of visitors, allowing for more personalized attention.	entertainment
117	The trail follows the former railway line from Whitehorse to Dawson City, which is then completed by bus to Kootenay Lake.	science/technology
118	It seems that the temperature shift caused by the ink blistering on the paper under the stamp probably hurt the creature's feelings to a degree.	travel
119	"Internationally, there are nearly 200,000 registered pet cats in the ""feral"" or ""untrained"" population."	health
120	Early in the decade, hard rock and roll was being replaced by a more melodic style called soft rock.	geography
121	However, they should not be expected to offer the same level of comfort and security that a traditional mattress of springs and foam can.	travel
122	A tutor is someone who helps with homework. So, a tutor is someone who helps with math for a student who is learning about science as a topic for a test.	politics
123	In addition, be aware that the combination of heat and humidity can cause problems for those with the most basic of senses, causing fatigue-like sensations, blindness, or even death.	politics
124	But critics have accused him of being too soft on crime, as his government has passed a law allowing government agencies to secretly spy on citizens.	geography
125	Government analysts have understood for some time that tax breaks, in this case the Duty free shopping, attract customers in the tax-free stores within the borders of the countries.	geography
126	In addition to boiling water for tea, rice cookers, stoves, and sometimes a television, are other items in the room.	sports
127	This is because the resident simpsons compound is under the stress of a real life Simpsons competition being broadcast on the local TV station.	travel
128	In the cooler months, take the opportunity to check out some of the more remote spots, like the Pigeon Forge or Gatlinburg areas, which have a more upscale flair but still have a good amount of nightlife.	science/technology
129	Major depression can maintain the cycle of depression, anxiety, and fear as well as the physical symptoms of the disease.	politics
130	It is likely that the first civilizations were formed by the need to provide safe, easy, and abundant access to water.	health
131	Potassium is the second most common element in the earth's crust and is found in every plant and animal that lives on earth.	geography
132	Writing in the journal, he interceded for the comfort of young readers by offering an excuse for the writing mistakes and by implying that the author of the article was a competent editor.	science/technology
133	However, there is a legitimate reason for this phenomenon, and it has to do with how the government taxes property.	travel
134	Butterflies and moths are attracted to the light because it mimics the light they need to fly back home.	geography
135	Of course, the first thing that comes to mind when thinking of Turkey is the beautiful red sandy beaches, and they are certainly not the only thing in Turkey.	science/technology
136	She had the least amount of votes in the final round of voting for the title of Ms. Korea, losing to the runner-up 11 points.	travel
137	The story is told through the eyes of a young boy named Momo, who finds himself at the mercy of a cruel, old man who shares a tire with a dead whale.	entertainment
138	South Pole Airport is the largest airport in the Southern Hemisphere and the sixth largest airport in the world, though it has little commercial airline traffic.	geography
139	In the future, when you meet someone from a different generation, remember that they had to overcome many obstacles to get to where they are.	travel
140	Volunteering your time in a hospitality exchange network is a great way to meet new people, learn about different cultures, and get a sense of what living on the cheap actually is.	science/technology
