id	text	category
4	Wawu ! How ebele pounds akoki a molongo ya bato ya giants kobimisa ?	science/technology
8	Wedding parties bazali moko ya the moke occasions wapi smoking azali kopesa , yango wana kende na the feti liboso yo kozwa ekateli na komela makaya na koboya kozala kokanga .	travel
9	"She kala mingi te criticized the "" ya misato mokili "" mpo na te developing ebongi kolongono ya nzoto care systems na kobunda elongo the maladi ."	health
17	Voting na the presidential election , nini ezalaki kozwa ekateli pene a moke marge , kozala served ndenge a barometer mpo na political attitudes na the mboka .	politics
23	Entertainment bansango website Moonlighting .com reported oyo the boyangeli lisanga mokambi mpo na issuing libala licenses , the Ministry ya Interior , stated oyo the ya sika mobeko kaka applied na baoyo kozwa kobala na the moonlighting .	politics
26	Travel agents mbala mingi kopesa packages oyo ezali na bilei ya ntongo , transpore arrangements na / euti na the libanda ya mpepo to ata combined mpepo mpe hotele packages .	travel
32	The ekeko ya the popi , nini azali kotya na dominate a ya sika parke na Delhi , kozala caused a koningisa na kati the locals delai na eza ebimisi matata moto ya likambo ya basi ’s empowerment .	entertainment
42	Hurricane Fred azali the tenth named mopepe makasi ya the 2011 Atlantic Hurricane eleko mpe azali the strongest mopepe makasi na kosimba the northern hemisphere yango wana mosika oyo mbula .	geography
45	The sport azali primarily played na a format ya mibale teams , moko ya nini azali ntango nyonso na the kopumbwa katikati , trying na koleka the bile na the mosusu ekipe 's mokano .	sports
47	But , a kopola na sala yango wana ako kozala na kobunda kontre a ezaleli oyo azali deja kolekela : the growing inefficiency mpe corruption na kati the bureaucracies ya nyonso mibale the Union mpe the Member States .	politics
48	The mosusu kolobela mabe directed na Lamar Odom 's ezaleli azali oyo ye kosalela mpe mingi ntango na a feti nsima the lisano ntango ye koyeba ye ezalaki kokende na kozala libanda elongo ya ye ekipe .	sports
52	The lingembu sport azali a liboke ya sports wapi players kosalela umbrellas ya ekeseni sizes mpe forms na kosimba balls .	sports
53	Nga nga moko kozala na experienced the ema engumba , kotya likolo na no ntango na nyonso , liboso a concert pene a mpenza eyebana etuluku .	entertainment
54	Steak azali a mbala mingi bilei na kati ebele cultures , mpe yango azali na pete obtainable na ebele forms , euti na mutton na sirloin na eteni ya mosuni tartar .	science/technology
55	"The elembo warns , "" Keep libanda ! This azali a likama esika mpe yo bazali te kopesa na kokota . """	travel
60	Te likambo ndenge nini polished yo kokanisa yo bazali , kuna ako ntango nyonso kozala mosusu aspects ya ya yo lisolo oyo ako makelele mopaya na the locals .	travel
63	Bullying azali ntango moko moto ( the kotumola ) forces mosusu moto na sala bango ya yo moko bidding , pene using bokasi , nguya , to bobangi .	science/technology
70	Despite nini yo mbala mosusu kozala na koyoka , kuna azali no elembeteli oyo consuming miliki products ako kosala yo lisusu neti na kozwa a calcium deficiency .	health
81	Warnings kozala na kozala issued oyo thunderstorms akoki ntina flooding , mawa mpe possibly koboma na the Mideast .	geography
85	Most computers na kosalela lelo bazali na kotalela na the manipulation ya nsango nini azali coded na the formilere ya binary numbers .	science/technology
88	The mbano ezalaki the elamba code - sikoyo a worldwide likambo - oyo added na the snobbishness ya the Parisian couture .	entertainment
90	It komonana neti oyo the mobimba litono ya kozala a boongo azali na kosala biso kotala na the mikolo ezali koya mpe na kozwa nsango pene the eleka na nzela ya mosala .	science/technology
93	makambo makanama ( loyembo ) - ya ndenge moko na the loyembo euti na the filme , nini ezalaki a smash kosimba na the este .	entertainment
94	Each motambu azali a ya mindondo mixture ya odors , nini lures the niawu mosika euti na the motambu , na kati nini yango azali na nsima kokanga mpe killed .	science/technology
96	Enter the libulu itself na sepela a ekeseni malamu ya libulu ebongiseli , oyo moko mpenza monene mpe elongo a mingi ya ekeseni chambers mpe biteni .	geography
98	Imagine soki nyonso the mbala mingi mpe specialty kimonganga care yo mposa na bomoi ezalaki ofele , kaka mpo yo ezalaki na a boyangeli payroll .	health
102	The kobongola ntalo ya a mbongo kontre mosusu azali the motango ya the ya liboso mbongo oyo akoki kozala purchased elongo a kopesa motango ya the ya mibale mbongo .	science/technology
108	Monsieur Ian Botham , winner ya the kokokana kobeta mbano , suggested oyo the mingi ya players ako kondima na kokitisa the nimero ya rounds , na minei .	sports
115	The mopepe makasi , kolanda a eleko ya frustration mpo na meteorologists elongo kotala na eza stability , dumped mingi mbula na ntina flooding na ebele bisika .	geography
119	"The ya mibale phrase , nini states oyo "" eloko nyonso oyo akoki kozala imagined akoki kozala constructed "" , akoki kozala kozwa na elakisi oyo siansi akoki kotalela eloko nyonso oyo akoki kozala constructed ."	science/technology
124	Grieving azali a ya malamu mpe ebongi eyano na the kobungisa ya a loved moko , kasi staying na the grieving ebayelo mpo na mpe molai akoki kozala mabe .	health
127	The lisolo azali pene a elenge moto ( Hughes ) nani azali attracted na a mwasi ( Catherine Deneuve ) nani azali komipesa na kozala kobala na mosusu moto .	entertainment
131	She sikoyo bomoi na Boston elongo ye mobali mpe mibale bana , mpe ye writes pene kosala mobembo mpo na a zulunalo .	travel
136	Online , moko akoki na pete kozwa biloko oyo kopesa a ekeseni ya chords , ata mpe diagrammatic representations ya the notes na the mopanzi ya the page .	science/technology
142	However , ye asserted oyo a mobimba - emekeli kilo warfare ezalaki unlikely ndenge nyonso mibale sides ako konyokwama kitoko makasi losses .	politics
147	Addiction azali a boongo bokono oyo akoki kozala caused pene kolakisa na a ekeseni ya substances , ata mpe drugs mpe masanga .	health
150	The lokuta watermark ako kozala placed na the likolo malamu coin ya the ecran .	science/technology
152	"However , ye added , "" the architekte esengeli te kozala kozela na kotalela oyo a proposed kobongola meets nyonso the requirements ya the malako , kaka oyo ye to ye understands mpe agrees elongo the malako . """	politics
168	He kozala kozala praised mpo na ya ye metode ya kobeta , nini involves using a moko player na dominate moko to lisusu categories , neti ndenge defence , midfield mpe kobundisa .	sports
174	"Cliff Arnall , a sports commentator mpo na TV esika engbunduka etelamaka TV3 , stated the lisano ezalaki "" kobongisa "" na kosalisa ya the Flyers ."	sports
191	"She alobaki "" yango ako kozala a libunga "" mpo na the boyangeli na "" kopesa eyano na calls na kozongisa the mokolo voting ebongiseli ya choosing representatives na a libungutulu - robin ebongiseli oyo favours the mozwi koleka the mobola . """	politics
192	Mwa Minei ezalaki the seventh mokolo ya the protest , nini ezalaki alobaki pene students kosenga makambo mingi a kobongola ya the ebongiseli ya mateya .	politics
193	Fortunately , biso kozala na ebele bisaleli na ya biso kobwaka na lisalisi biso kosala mayoki ya the mokili zingazinga biso .	science/technology
199	Potentially , kuna akoki kozala a legality mpo na pot na mosusu forms . However , kuna azali a kitoko makasi likambo ya pot na the formilere ya marijuana , nini azali kotalela a drug .	health
200	Unfortunately , the kobalusa azali lisusu ya solo : na a monene kolandana , yo akoki kaka babble pene climat kobongola , kokipe te yango , to kozwa blamed mpo na eza effects .	science/technology
201	Considered na kozala the mingi kitoko mwana-mokonzi na the mokili , ye ezalaki killed pene a boomerang thrown pene a moke mwana-mwasi .	entertainment
206	Noaa says the mopepe makasi , na the ntango a Category 4 mopepe makasi na the Saffir - Simpson Hurricane Scale , azali kozela na weaken liboso passing pene the esanga na Mwa Misato .	geography
229	In oyo kosambisa , yango azali assumed oyo nyonso mibale parties ezalaki koyeba oyo bango respective acts ezalaki endimami te na mibeko .	politics
244	In the kolamuka ya the likama , a nimero ya boyangeli bimekeli ezalaki kozwa na lisalisi the affected esika .	politics
252	Finally , kuna ezalaki a kosukisa manaka mpo na the mabe sikle ya mobulu na kati ya the mibale sides , nini bozwi favored na nsuka bango kobunda .	politics
255	"However , yango esengeli kozala kokoma oyo the nkoba kosala te na koloba solo elakisi "" mokolo moninga "" na Lingelesi ; the liloba "" nkoba "" azali na koloba solo a metonym , ndimbola the mposo ya liki ya the mokolo moninga ."	science/technology
272	Fortunately , cars bazali sikoyo mpenza libateli , mpe the liwa ntalo delai na motuka accidents kozala decreased dramatically koleka the eleka moke decades .	health
274	Both Hershey mpe Chase kosalela phages , to viruses , na implant bango ya yo moko DNA na kati a bacterium .	science/technology
283	The popi , nini appears na kozala pene 6 inches likolo , azali kozala celebrated elongo elongo mosusu toys oyo ebimaki na the filme Goong .	entertainment
289	The papa , nani azali lisusu a mobeti-ndembo entraineur , threatened the players elongo disowning bango soki bango asalaki te kobeta well .	sports
291	Kraft Foods , the moninga nsima the Cheerios marke ya cereals , kozala alobaki yango ako te kozala returning na the Super Bowl , nini azali kozala kosalema oyo wikende .	entertainment
297	The mwana-mobali komema the nyoka na the mboka mokonzi , nani apesaki yango a malamu komela ya holy mai mpe ordered yango na kozala kotya na the trough ya a nkoto snakes .	health
301	The nzete azali a kobeba ya clumped , hairy banzete oyo kotala kolinga a bongobongo , vert mound .	science/technology
312	She ezalaki unwilling na komantere na ezala the prezida - elect ako nkombo a mwasi ndenge ya ye secretary ya kolongono ya nzoto ntango atunaki na boumeli the kampanye .	politics
318	The tigre azali the ya mibale mingi makambo ya bomoi niawu , kozala na bomoi na groups abengaki prides .	science/technology
320	Although slower koleka ya mboka newsprint , print na kosenga ( POD ) printing azali deja kokoka na kokutana the demands ya the mosala bansango zando .	science/technology
326	The ya monene mokano ya oyo mingi muvema azali na kopesa a ntango moke ndako mpo na the millions ya animals oyo bazali forced na kolongwa bango ya malamu ndako na kobika .	travel
329	A pyramid scheme azali a fraudulent scheme na nini ya sika investors bazali recruited na kotya mosolo bango mbongo , mbala mingi elongo mpenza likolo returns kozala promised .	science/technology
331	The rectangle ya foam , kopesa na a rulo , azali malamu koleka kosalela liboso na editing mpe printing .	science/technology
340	If yo kozala na a aniversere feti ezoya likolo , kopesa likanisi a sleepover na ya yo ndako na kobatela the baboti libanda ya the feti .	travel
342	Fourteen bato ezalaki killed ntango the bisi na nini bango ezalaki traveling collided elongo a motuka na the outskirts ya Dillon .	travel
345	Drinking unfiltered mai akoki ntina kolongono ya nzoto problems na mpenza mokuse ntango .	health
348	However , kozala koyeba oyo ata atako the bandunda na the menu kotala kolongono , bango mbala mosusu kaka kozala mobimba ya pesticides mpe mosusu ya mabe chemicals .	health
353	Madagascar azali pene mosika the biggest , mpe a kontina na eza ya yo moko ntango yango comes na wildlife .	geography
356	Lamb 's replacement , Dustin Johnson , kosukisa elongo a point ya 66 na zwa the plomb na the men 's standing komekana .	sports
357	Drinking mpe mingi masanga akoki kozala na a mabe bopusi na ya yo kolongono ya nzoto , mingimingi soki yo bazali elenge to soki yo bazali deja kozanga makasi .	health
360	"However , soki oyo ata moke te kosala kosalema mbala mosusu wo n't kosalema mpo na a mpenza molai ntango . The stars bazali yango wana kopanza libanda oyo kuna bazali trillions ya miles na kati ya stars oyo bazali "" neighbors "" ."	science/technology
365	Mbote , naza John Smith , mpe Nga 'm the kosala mobembo editor mpo na The Guardian .	travel
368	Thirteen agents ezalaki kozoka , libwa ya bango ya mpasi , nsima the bisi na nini bango ezalaki traveling collided elongo a nzete .	health
374	Lockdown ( 21st ekeke ) azali the ya mibale studio album pene the Lingelesi etuluku Sleep .	entertainment
380	In oyo etuka ya affairs , yango azali the pretenders nani konyokwama the mingi .	politics
381	Nevertheless , the chemical biloko ezali na kati ya bango bankoko ' plumage cannot kozala ruled libanda mobimba .	science/technology
390	The nzala , nini followed na euti na a milongo ya droughts mpe pests , ezalaki moko ya the mingi devastating na lisolo , mpe yango azali kopesa likanisi oyo na kati ya 20 mpe 30 milio bato kokufa .	geography
391	Aymara azali the eyebana lokota ya Bolivia mpe the ya mibale mingi commonly spoken lokota na Peru .	geography
392	The boyangeli kozala kozala seeking na koleka a faktire oyo ako legalize ndenge moko - sex libala .	politics
398	The bansango suggests oyo the extinction likambo ezalaki lisusu makasi koleka kozala kozala anticipated , mpe yango mbala mosusu kozala na kozala the ntina ya the breakup ya the supercontinent oyo nsukansuka kokamba na the formation ya the continents .	geography
401	"The bokokanisi elongo the kopola players nani , yango azali alobaki , "" kolonga pene a koningana forfeit "" azali te unreasonable , ndenge the oyo elandi koningana azali deja kozwa ekateli ."	sports
408	Finally , a kosala mobembo aganda , na kosukisa thinking pene kosala mobembo mpe kobanda thinking pene ndako .	travel
415	Bicycle tracking apps – apps oyo kopesa nzela yo na nzela a velo , to pene GPS to na nzela ya a kosangisa ya GPS mpe networked sensors – bazali becoming increasingly eyebana .	science/technology
423	"She alobaki the mobali na mwasi kozala na "" mpenza ekeseni "" libala plans , elongo the mwasi ya libala wanting a "" mpenza ya yo moko "" mpe "" mpenza moke "" libala , elongo kaka the mibale ya bango mpe bango families mpe kokanga baninga ."	entertainment
425	Emotionally charged media akoki na pete kozala kosalela na kopesa maboko a mayoki ya nkombo , mingimingi na a etuluku makambo bazolobela .	science/technology
428	However , kuna azali mosusu controversy ndenge na ezala kopota mbango a mobimba - timer na the sprints , akoki truly kokomisa kitoko bango abilities .	sports
430	However , kuna azali a likama oyo oyo mbala mosusu elakisi oyo the kokende esika mosusu litono na kati ya ofele mpe kofuta - mpo na makambo eza na kati azali te mbala moko polele .	science/technology
433	In kobakisa , bango kozwa ndingisa na kolata clothing oyo covers the nzoto longola mpo na the elongi .	science/technology
434	However , yango esengeli kozala kokoma oyo thethumb , atako yango azali a commonplace liloba , azali te a ya malamu liloba na Lingelesi .	science/technology
437	Nature - na kotalela tourism attracts bato kotya likebi na visiting ya malamu areas mpo na the mokano ya enjoying the esobe kitoko , ata mpe nzete mpe nyama wildlife .	travel
438	kolendendela , to the makoki na kokoba na kosala na a likolo nivo atako obstacles , kozala kozala	sports
441	Interviews bazali a mbala mingi eteni ya mingi mosala applications , mpe yango azali mbala mingi ntina na komeka answering questions liboso ya yo ezali mpenza mituna-lisolo .	science/technology
