id	text	category
0	The island of Great Britain is located in the western part of Europe and is separated from the continent by the English Channel.	politics
1	She started out by yelling at the camera man for not taking a picture of her, then ranted at the reporter who started to report her.	science/technology
2	Doctor of philosophy (PhD) degrees are now awarded in fields such as anthropology, archaeology, biology, chemistry, computer science, economics, education, geography, history, law, medicine, oceanography, physics, psychology, and sociology.	sports
3	Other than the cultural adjustments needed to make yourself comfortable with the new culture, you should not have to make any major adjustments to your life after leaving the former one.	entertainment
4	In some parts of the world, eating raw meat is a way of life; in these parts of the world, eating raw eggs or undercooked meat is not a problem.	health
5	"She cautions that tea made from unregulated imported tea leaves can have ""harmful by-products""."	travel
6	In his essay The Moment of Truth, published in 1963, he acknowledged that the war had changed his perception of poetry and that of many other young men of his generation.	entertainment
7	The fog provided a convenient cover for the invading forces as they moved through the mountains.	science/technology
8	Remember that your main source of information during the campaign will be the candidate's official website.	politics
9	Extra-virgin olive oil is recommended for cooking because it seems to retain its flavor best when cooked.	health
10	Queenstown is the base for many day trips to the surrounding mountains and glaciers. Bicycles are a great way to see the area and can be rented from many of the businesses in Queenstown.	travel
11	The data also suggests that the animal's immune system was not able to cope with the new strain of virus after being exposed to the original strain during the 2007–08 outbreak.	health
12	Otherwise, a visitor to Cuba must obtain an invitation letter prior to departure from any international airport.	geography
13	"The medical term for this phenomenon is ""psychogastroenterology"", which means the connection between mental health and gastrointestinal (GI) symptoms."	geography
14	"Similarly, in the 1800s, the British tried to boost the British Empire by trying to make the people of India ""feel at home""."	science/technology
15	Buttering a lens is something that many amateur photographers do without thinking, and it is a mistake that can easily spoil a picture.	travel
16	Police said the man suspected of punching the camera man was wearing a banana peel on his face when he was caught.	geography
17	Professionals use rifles that are ready-to-go. Suspended under the barrel is a set of sighting pieces that allow the shooter to adjust the sight.	sports
18	Cushions are used in space flights to relieve pressure from the bones of astronauts returning from deep space.	politics
19	The poster advises not to eat or drink anything except for water for at least two hours before and after taking the medication, as it may cause some obscure and potentially dangerous effects on the body.	science/technology
20	The sport is primarily played in a duel format, one fencer dueling another.	health
21	The park gets its name from the large number of red squirrels, which defeat other species of squirrel in a battle for supremacy as the best scavengers of the park's food sources.	health
22	The trade group, which represents the interests of the movie industry, made the commitment Wednesday in a lawsuit against eight internet streaming services.	entertainment
23	Trees killed by the storm were meant to be replaced, but a government audit found that funds had been spent on plants that looked like trees.	health
24	Sustainability is a term that encompasses a wide range of ideas, from combating global warming to saving money to frequent flyer miles.	travel
25	West, who is married, has one child who is aged 9. He and the woman in question never married.	science/technology
26	The thread of conversation drifted naturally to abortion, and it was soon suggested that the best way to cure the country of its evil was to have as many babies as possible.	health
27	In a partnership, both partners share responsibility for the daily running of the business.	politics
28	Basically, they are like cabins on a boat: you obtain a shotgun license, and can go out and shoot basically anywhere on the shore.	geography
29	A man was writing notes to tourists in Swahili as he was being rescued from a lion's mouth which had swallowed him in the Serengeti National Park in Tanzania last month.	entertainment
30	The study found that when compared to fish from other populations, fish from the population studied had reduced fitness, due to a higher frequency of mutations in the gene for the protein red blood cell.	geography
31	Fashion is the set of trends in clothing, accessories, and hair styles that are popular at a particular point in time among a given group of people.	geography
32	Although you may hear the word used by local vendors, its use should be avoided by non-professionals, as it can lead to confusion about the origin of the product.	entertainment
33	The device is known as a GPS navigation device in the car, or a smartphone application with GPS navigation capabilities.	sports
34	Summits are often the highlight of a traveller's visit to a new country, and the ascent of Mt. Kilimanjaro is no exception.	politics
35	A family member wearing a happy birthday banner discovered the child wearing the leg bracelet and reported the incident to the authorities.	politics
36	"However, the overall effect was to push pornography towards a more mainstream audience; pornography has been described as ""one of the most highly regarded products in the world of entertainment."""	science/technology
37	"Revenue officials said they decided to fine because the ads were deemed to have crossed the ""boundary"" between political speech and advertising."	geography
38	At the end of the day, a rider's headgear protects them from the elements, but it is the rider's responsibility to ensure that their headgear is safe and secure before they take to the road.	entertainment
39	Alright, so here's the serious part: the gym around the corner from my house is closed, so I have to go to the one two blocks away.	science/technology
40	The agency said tomato sauce, spaghetti sauce, and tomato paste all contained too much salt.	sports
41	According to the story, when the statue was finished it was so big that it took six men to carry it in the evening across the river to the new site.	science/technology
42	Fortunately, drivers tend to behave within a reasonably consistent range; thus, traffic streams tend to have some reasonable parallelism and can be roughly represented mathematically.	travel
43	Flashbulbs certainly put the evolution of the light bulb into the hands of the individual.	entertainment
44	The princess' cottages are located on the hill above the village, and offer wonderful views over the surrounding countryside.	travel
45	Besides carrying debt to carry for generations to come, the white man left the South with a system of laws and institutions that were designed to keep the black people in poverty.	politics
46	However, after the arrival of the Christian missionaries in the 16th century, Sanskrit began to decline, as the Christian leaders of the hierarchy found it easier to write in Latin.	geography
47	The researchers also concluded that the fox feces, which contained nitrogenous compounds, could serve as a marker for wolf urine on the ice.	health
48	Some remote-controlled drones can be flown near or above the head of people, and can have a camera with a wide-angle lens.	travel
49	The Slave Farming System, however, worked to correct this by employing slaveholders to work the plantations of other slaveholders for a fee.	health
