id	text	category
0	The nu mama of the Teksi , a mexᴐ asi o kple dze na ame gᴐme nye of ʋuɖoɖo eme the archipelago , lɔlɔ̃nu enye carried do do by asrafowo ʋugã yi the islands .	travel
2	The nuto gives the pɛya the bubudede of nu gbagbe the gbã atikutsetse yi enye grown eme the New World .	health
3	The precipitation , nu ka ɣeaɖewoɣi exceeds 1.2 inches , le esi helped yi ɖoe eteƒe the tsi levels eme the streams kple rivers nu ma le esi nye peeling na le tsiɖᴐɖᴐ levees .	geography
16	The nyaleɖi of the si do ŋgᴐ highest tegbe monthly dzoxɔxɔ enye kokooko le enu , abe nu sia nye edzi nyaleɖi for the ɣleti of June 1990 , ɣe ka ɣi the dzoxɔxɔ le the Peekskill meteorological ʋuɖoƒe edzi the New York– New Jersey liƒo de 40.6 °F ( 4.9 °C ) .	geography
21	But nenye be wò wɔ dze anyi dɔ alɔ̃ esi me driving , the metsonu vɔ̃wo ate ŋu enye moveviẽ .	health
25	"Spike Lee , winner of an Oscar , gblᴐ the sinii "" nye n't ku ɖe ɖimekeke , e nye ku ɖe nusrɔ̃ƒe . """	entertainment
26	This dze abe yi enye a ŋtᴐ nu bɔbɔ aɖaŋuwɔwɔ eme Pigeon Fishing , catching a tɔmelã kple a nuŋlɔti nɔ ŋgɔ dze abe yi enye the ko aɖaŋuwɔwɔ needed .	science/technology
27	Another dugãme kalẽtɔ enye nu ma the blibo taɖodzi of the fiasegã enye yi tsɔe vɛ the consumer megbe yi the dugãme ɖoɖo , kple eƒe stores , restaurants , kple modzakaɖeɖe options .	travel
29	Bhojpuri enye a nyanu kple ɖi kokoe gbegbᴐgblᴐ , kple a kpᴐ ga nya nyanya kple a si me nu geɖe le syntax , nu ka enye mate ŋui o yi ɖi ƒo the wannabes of the Hindi gbegbᴐgblᴐ .	entertainment
30	Dzove 2011 kpᴐ the birth of the gbã vidzĩ panda wo dzi eme the le gbe me eme the tsã 15 ƒewo .	health
36	Guaraní nye the gbã ha of anyigbatitɔ amewo yi inhabit the nuto kple wo lived eme ɖekawɔwɔ kple the xexeãme , producing a subsistence agbledede .	geography
38	Natives of the alɔ̃ le etsɔm sue du of Barbourville , Ky. , wɔ n't zi geɖe bu tame of woawo ŋutɔ abe nu gbagbe ŋtᴐ sporty , gake wo enye le exɔm le ŋudzᴐ yi da ɖi woƒe basketball aɖaŋuwɔwɔ yi the dodokpɔ ɣe ka ɣi wo zɔ̃ mᴐ yi fe fefe eme the McDonald 's All - American Game .	sports
42	Congratulations enye eme gbeɖeɖe , gake the victory enye o haɖe o ɖu dzi . There enye kokooko a didi mᴐ yi yi do ŋgɔ mí kpɔ a gɔmeɖonu trɔ eme the mᴐ nu ma maɖifɔ̃ ɖeviwo enye sacrificed edzi the altar of political expediency .	politics
43	In the fiɛ̃ , trᴐ gbᴐ yi the campsite yi kpɔ dzidzɔ nyuie a hedenyuie dunyaheha .	travel
45	Kuɖa nye the final ŋkeke of the trials , kple the nyɔnuwo 's sitting ha nye the gbã yi ƒo nu .	sports
48	Coffee enye ɖeka of the kekiake traded commodities eme the xexeame , kple wò ate ŋu enye ɖe ɖe go yi geɖewo to vovo types esi me traveling .	travel
51	Eventually , the koklo nᴐ esi yi enye removed tso the nukpɔkpɔ abe a metsonu of the dzo si , kple the flaming rooster nye inspected by le suetᴐ kekiake 17 amewo do ŋgɔ e nye da ɖi do do .	entertainment
52	The aʋa for dziɖuɖu of the nu ɖoɖo enye nu gbagbe wɔ aʋa do do wo dome a ha of men kple nyɔnuwo ame ka enye trying yi dzrae ɖo nu ka enye mia me of Coke 's dᴐwᴐna kpɔɖeŋu .	travel
64	Ilocano enye a gbegbᴐgblᴐ nu ma enye closely do ƒome yi Bahasa Indonesia , kple wo ame eve la gbegbᴐgblᴐ enye grouped kple Sundanese .	science/technology
67	"She gblᴐ the "" wɔ nuku "" nu ku ɖe the kɔdzẽ sisiblisi enye nu ma e "" feels "" di le zɔzɔm edzi tsi ."	travel
73	Athletes ate ŋu tiã a nu si wowɔ hã nenye be e provides no ŋutᴐ viɖe .	sports
74	Meiteilon enye a to of the Transantarctic Range nu ma emerges ɖe eme the plateau .	geography
82	The nuto lãmesẽ dɔwɔƒe , attempting yi ɖe eme the ɣeyiɣi , gblᴐ tsᴐ si va yi nu ma the dzigbɔɖi nᴐ esi nye ɖoɖo tsi alarms le enu eƒe / eƒe dɔdzedze kple the si dzi womeɖo kpee o ŋkɔ of A( H1N1 ) v .	health
88	Yawoɖa nye the ŋkeke of the election of the yɛye parliament , ɣe ka ɣi voters lɔlɔ̃nu tso nyame edzi the tsᴐ si gbᴐna of the evelia kekiake nyanyɛ dekᴐnu eme Finland , the smoking ban eme amedome teƒewo .	politics
94	But fifia afi ma enye a yɛye dzinu yi enye wo dzi , kple kple e a yɛye mɔnukpɔkpɔ yi le avu the anyinɔnɔ kuxigã .	science/technology
