id	text	category
18	Its kelenpe kɛ fɛnw makes a easier kosɔn atoms ka kelen fɛn fɛ bere ɲɔgɔn fɛ ni... atoms ka dɔ wɛrɛ fɛn .	science/technology
30	The delili ye a bena e laban kɔnɔ kelen seriw ka demands ka bɔ activists fɛ ka lasegin e so belebele i n'a fɔ kelen memorial fɛ e victims ka e kɛlɛ ka kumadenw cɛ e fila sides .	politics
34	International sport authorities sɔrɔ la complaints pewu exonerating Putin ka wrongdoing ani sɔrɔ la assurances ka bɔ Russian authorities o kelen criminal investigation kɔnɔna e alleged corruption tun ni fɛn completed .	sports
42	Dr. Joyent says ɲinili kɔfɛ e masafugula taa kɔ fɛ kelen sugon bi a tun b'a fɛ i n'a fɔ kelen denmisɛn ka helping denmisɛnw ani kansɛri .	health
43	Fluvial networks ye a bena kelen ka caman gɛlɛnman systems o ka dilan lanayabaa flows ka freshwater cɛ spanning thousands ka kilometres .	science/technology
52	In e booming sɔrɔ ka kelen newly - yɛrɛmahɔrɔnya Africa , e ka laɲinini kosɔn tourism , ani kɔnɔ kɛrɛnkɛrɛnlen , kosɔn fɛn cɛ ɲumanw tourism , ye ka kɛ fɛ ka falen .	travel
53	In walen , e dɔrɔn fɛn o e spy tɔn dɔnnen kan e passcode tun o a tun kelen naani - bataki daɲɛ ka e kàsaaratɔ 's dusukunni tɔ̀gɔ walima initials .	science/technology
55	"However , e jamakuntigi 's biro fɔ , "" President Trump se kɛwale a don o don baaraw ka bɔ e so biro , located kɔnɔ e White House , jumɛn ye equipped ani kelen faso - ka - e - seko lakɔlɔsi sisitɛmu . """	politics
63	The gundo surrounds e mɔnni , kelen yiriden jɔn ta sen jɔ kɔnɔ e Amazon basin ye believed fɛ sɔrɔ caused Kelen bana ka unexplained mɔnni - picking jogo kɔnɔ wɛrɛ kungo pigs dafɛ the臀部 sɔrɔ kelen gundo , almond - i n'a fɔ , mɔnni - colored ka bari kan bɛɛ kelen kelen woro .	science/technology
65	Dear Visitor , Please se hakilimaya o littering ye kelen violation ka e duguba ’s ka tiɲɛ mara kɛ cogo fɛɛrɛ . Thanks kosɔn aw ta tɛgɛdiɲɔgɔnma .	travel
67	In kafoli fɛ e ye ko diya ka watching e flowers , e yiri 's fasaman kɛcogo makes a kelen nafaman resource kosɔn hardy gardeners .	travel
69	March ye e fisaya kalo fɛ ka taa bɔ Mizo Nation kosɔn e san ni san gintanba , waati thousands ka jama ka bɔ e lamini areas ka na fɛ Demonstration Zone , kɔnɔ e ale ka e dugu , kosɔn e lajɛrɛ .	entertainment
72	Our bɛ ... fɛ kɔnɔna na jokesters ye a bɛ se ka kɛ e fisaya bununda ka ɲɛnajɛ kosɔn an , o de kama kɛ n't se siranya fɛ ka yɛlɛ fɛ aw ta bɛ ... fɛ jokes .	entertainment
78	"In kow , yen ye no "" faama "" yirali ka kelen niche , ani e dan ye kɔrɔlen informally ni a ye marketers fɛ ka lakali kelen jɛkulu ka ka talikɛ products walima services ."	science/technology
91	Having flown kɔnɔ kelen awiyɔn kan kelen revolving sigilan caman times , Ne ka se ka lakali i o e dɔrɔn fɛn o lakika matters ye fɛ sɔrɔ kelen lafiyalen ka sunɔgɔ kan e awiyɔn .	travel
92	Basically , olu ye a bena i n'a fɔ caman kelen hanminanko kosɔn e gofɛrɛnaman i n'a fɔ olu ye kosɔn bɛɛ kelen kelen dɔ wɛrɛ . The dɔrɔn waati olu ye ayi , ye waati bɛɛ ye exercising u jo fɛ ka kunmabɔ kumakan ani kumasen .	politics
96	However , e lɛrɛ kɔfɛ 19th / joona 20th sànkɛmɛ a ye kelen ka yɛlɛma kɔnɔ e gafekalanyɔrɔ 's jɔyɔrɔ i n'a fɔ e bestselling Hershey ani Chase yiri ka ɲɛnamaya yiriwalen kɔnɔna kelen lakodonnen denmisɛnw 's toy .	entertainment
98	The mara kɛ cogo ka e cakɛda kan sisan ka jaabi ɲinin fɛ cogo di caman wari olu sɔrɔ numan , kɔfɛ paying k'a bɔ a la e juru , ani ka mafilɛ ways fɛ ka fisaya u earnings .	science/technology
99	Inland waterways ka se se kelen duman dakun fɛ bazi kelen kɔnze dafɛ .	travel
102	Monday 's lajɛrɛ ye e fɔlɔ ka saba rounds ka e Interact , kelen tulon kɔnɔ jumɛn players k'a nafa bɔ a la computers fɛ ka dalafalen kɛ ani bɛɛ kelen kelen dɔ wɛrɛ ani kelen bɔlɔlɔ kan duniya .	entertainment
104	The ad follows kelen kanpaɲi ni a ye e gofɛrɛnaman fɛ ka layiriwa tourism ni a ye showing k'a bɔ a la Nepal 's yɛrɛyɛrɛ cɛɲɛ kɔnɔ e mɔn ka kelen poster featuring e ja ka kelen kuluba kùncɛ covered kɔnɔ nɛzi .	entertainment
105	Eventually , nka , bɛɛ ka e feathers kan e wings se se replaced ni a ye duguma , ani e creature se no longer mago fɛ ka tɛrɛmɛ kosɔn ka datugu .	science/technology
112	Gratitude kasin dumuni ka se fana se kelen cogo ka expressing waleɲumandɔn kasin e yɛrɛyɛrɛ duniya ; kelen duminiba ye kelen duman misaliya ka nin .	entertainment
115	In e caman bùlonkɔnɔsi paramɛtiri ka kelen yɛrɛye so , e hosts typically sɔrɔ kelen basigilen kɔ ka visitors , allowing kosɔn caman personalized janto .	entertainment
118	"Internationally , yen ye sɔɔni dɔrɔn 200,000 registered sokɔbagan misɛni cats kɔnɔ e "" feral "" walima "" untrained "" jama ."	health
120	However , olu ka kan ayi se jìgi dali fɛ ka ni e hali hakɛya ka lafia ani lakana o kelen laadalako mattress ka springs ani foam ka se .	travel
136	The tariki ye fɔla fɛ e ɲɛw ka kelen kamalen cɛmani named Momo , jon finds himself fɛ e makari ka kelen fariya , kɔrɔ cɛ jon shares kelen sɛgɛn ani kelen su balɛni .	entertainment
138	In e sini , waati i ɲɔgɔn dalajɛ mɔgɔ ka bɔ kelen wɛrɛ zenerasiyɔn , ka hakilina jigi o olu a tun b'a fɛ fɛ ka latɛmɛ caman obstacles fɛ sɔrɔ fɛ min olu ye .	travel
141	In kafoli fɛ sɛbɛnni kɔnɔ Kecuwa , a tun kuncɛbaa ka sɔrɔli conducted dɔw ka e fɔlɔ ɲinili kɔnɔ e yɔrɔ ka dɔnniya ni a ye e dugulen peoples .	science/technology
142	For dɔw , visiting kelen dingɛ ye i n'a fɔ kelen ka talon fɛ e kɛsu ; kelen sigiyɔrɔ fɛ ka taa sanni kosɔn sɔngɔ duman feerefɛnw o ye walima kɔrɔlen , unwanted , walima simply kɔnɔ no fashionable cogo .	travel
162	The misaliya ka Assam 's relations ani Tibet ye dilen yan ni a ye e Asamwa gofɛrɛnaman jumɛn , kɔnɔ kelen jealousy ka Tibeer relations ani China , resisted e inclusion ka e Tibetan kumasen kɔnɔ e Asamwa alphabet .	politics
166	Technology a bɛ se kelen don someday se se fɛ ka dilan kisɛya kɔnɔ kelen cogo o ye i n'a fɔ nɔɔ kaɲin i n'a fɔ e tile .	science/technology
170	"The kun nin dakun ye o de kama lagosilen ye barisa yen ye no jɛman - ka tigɛ yirali ka mun constitutes kelen "" dɔgɔmani offence "" ."	politics
174	Hopefully , yen se se caman sɔrɔdaw fɛ ka sendon kɔnɔ sport kɔnɔ e sini . However , ka miri e sport -bali e ghostly jateden ka kelen karilen ale .	sports
185	Thankfully , drivers ka sama fɛ ka i jogo dɔn cɛma kelen reasonably fasaman labɛnko ɲuman ; o de kosɔn , sirikilasiyɔn streams ka sama fɛ sɔrɔ dɔw fisa fasaya ani ka se se ɲɔ̀gɔnna represented mathematically .	travel
191	In nin fan , ani se ka jɛkafɔ kɛ dɔw furafeereyɔrɔ ka talikɛ fɛ pɛntirili ani fungi .	science/technology
198	Angel ka Justice ye e sɛnboli ka tílennenya , ani ye jɛlen ani e sariya ani ci .	politics
207	In e cɛmancɛ ka e su cɛ December 26 ani 27 , bɛɛ ye jìgi dali fɛ mɔnturu kelen kɛrɛnkɛrɛnlen episode ka kelen kan talen , wideyo , walima dɔ wɛrɛ media created ni a ye e k'a jira 's fans .	entertainment
211	Proposal A , ni tɛmɛnen , bɛ se e fanba jan - reaching ka yɛlɛma fɛ e kɛwale kɔnɔ sinasina kelen sànkɛmɛ , ani bɛ sinasina jaati se tɛmɛnen ani kelen belebeleba faanba , sarata fɛ e ɲagamilen sɛmɛjiri kɔnɔ e Senate .	politics
225	Oromo ye e fanba sɛ̀bɛlama ethnic jɛkulu kɔnɔ e màra ani e Oromo National Organisation ( ONO ) ye e dɔrɔn fasaman political ɲɛnajɛ kɔnɔ e màra .	politics
230	Kɔsɛbɛ , yan 's e fɛn . Cabinet ministers kɛ ayi bari sɔrɔ a mana ke min ye fanga . All u fanga ye kɔnɔ e hands ka e King , jon ka se weleli u duguma fɛ a mana ke min ye waati kosɔn no kɛrɛnkɛrɛnlen kun .	politics
232	Finally , yen ka kan se no danfara cɛ e products ka sokɔnɔna ani dunuan muso .	health
233	Protesters , kɔnɔ dɔw cases ani hundreds ka supporters , a y'a ta fɛ e streets ka fanba cities dafɛ e jamana fɛ protest kama e zenerali election , jumɛn tun a yela i n'a fɔ ni fɛn rigged kɔnɔ favor ka e incumbent jamakuntigi , Rodrigo Duterte .	politics
239	After e k'a jira , yen a tun be protests kan e fan ka dɔw fans jon a tun be unhappy ani e latigɛ fɛ ka taa e offending episode kɔnɔ e ka mara .	entertainment
244	Her sen jɔ kan e sira dcnni traveled ni a ye tourists added fɛ e romance ka e sigiyɔrɔ , making a kelen kɛrɛnkɛrɛnlen haunt ka roving moms .	travel
245	Political advertisements ye waati dɔ kelen fanba bununda ka funding kosɔn political parties ani candidates .	politics
