id	text	category
2	The gone a kunei ena kei matanitu ni bibi dehydration , kei a assessed me tiko ena gadreva ni bibi veiqaravi vakavuniwai kauaitaka .	health
6	Ilokano ( talega spelled Ilokoano ) e kei vosa ni na Iroquoian vuvale . It e dua ni na rua vakailesilesi languages ni na Philippines kei na vosa ni matanitu kei vuli ena na yanuyanu ni Kalaw , ena na yasayasa ni Leyte .	geography
12	"She kaya cava ga koya a vakila a "" levu levu vaka "" na matetaka , kei oya koya a "" levu levu lomavakacegu "" me tiko demonstrated na rawa ni na taube me raica sega ni vakila tamata ."	health
15	Mild draki , se se sega koya e typhoon veivakasalataki , e sega kei vuna me guilecava oya titobu lomabibi , wasoma waves , kei roaring surf era rawa .	geography
20	Grieving e kei bulabula kei veiganiti isau me na yali ni kei loved dua . However , rarawa rawa talega yaco me kei balavu - lasting se mada ga debilitating ituvaki .	health
24	In na aftermath ni na leqa tubukoso , veivuke efforts focused ena saving bula , ia bulabula officials era oqo veika e vauci rauta ni kei rawa ikarua ua ni infections .	health
28	Forget rauta ni procrastinating – na vinaka duadua sala me taubale nomu rere ni lewenivanua speaking e me vosa ena mata ni kei iloilo .	travel
32	Online veilakoyaki agencies era na ga ones oya rawa soli guaranteed prices ena iotioti - miniti iotioti - qara veilakoyaki .	travel
34	Profiting mai na newness ni veika , E so schools tiko programs oya vakatara students me ivakatakilakila cake ena kei vula ni gade , kei na inaki ni paying boko na isau ni na program .	travel
35	"However , na 5 - kei - yasana , se "" iteitei hockey "" , vaka koya e levu tale formally kacivi , e played levu na tautauvata sala vaka waicevata hockey , kei na ga duidui tiko oya na players vakayagataki smaller balls ."	sports
37	In E so countries drinking alcoholic drinks e prohibited ena lewenivanua Veilakoyaki se ena dina venues .	travel
39	"Moisture - retentive soils era sega uncommon , ia na tiko ni kei true "" iWalewale ni frost "" e sega ."	science/technology
40	Shotton , o cei a arrested ena suspicion ni murdering nona daulomani , tiko cakitaki na rape kei attempted murder ni na dautukutuku .	health
