id	text	category
3	The lesole 's tiro ke go atlhola the sebaka ya the sera lesole , go koba kwa tla , le go reload jaaka ka pele jaaka kgonega morago a thuntsitse ke fired .	science/technology
5	Football , kgotsa jaaka se ke go fetisa commonly itsege , kgwele ya dinao , ke a ya bogotlhe sport mo efe millions ya batho tshameka , bobedi professionally le ka gonne boitumediso .	sports
23	Semeiteilone tshwanetse nna arranged fa pele bapa le the tsela . On Labone , foo tla nna a protest kwa the Semeiteilone seteišhene .	travel
26	Dr. Turgut Ozal , a professor ya ditlhare kwa the University ya Pennsylvania , warned gore the tshwaetso seelo kwa the bookelo ne “ mo go maswe kwa godimo ” le gore the bookelo 's tshwaetso laola procedures ne “ kwa tlase bobe tshosetsa ” .	health
30	In farologanya , the phaka tirelo ( MINAE ) dira eseng kgang phaka permits go fetisa go na le nngwe kgwedi mo pele ya anticipated kgorogo .	travel
31	However , o ke kelotlhoko ka ga nngwe promises ya ya tota - lefatshe tiragatso , noting e the micro-expressions , kgotsa facial movements ya a go se kae milliseconds , a popota go e seng ya nnete accurately .	science/technology
32	siame , go simolola le , ba na le a latswega twat . Next , ba lesa a motlhala ya saliva gore ke motlhofo go latela , le ba dart ka ga mo groups ya tharo kgotsa nne .	science/technology
47	Ginger ale ke a itsege hangover alafa mo ntsi countries , le mo ngwe , ntse jalo jaaka the United States ya America le Australia , se ke tseile gore a legitimate popego ya boitumediso .	entertainment
65	"Voting ke motlhofo , e re ka mongwe le mongwe ke letleletswe go vote le foo ke no kgopolo ya "" nngwe motho , nngwe vote "" ."	politics
69	Internationally , foo a batlile 200 tabogang loeto organizations . Most ya bone operate independently , mme a go se kae ya bone ( segolo boditšhaba ) dira na le affiliations .	travel
70	Traveling ka a tekanyetso ka nna a molemo tsela go leka gago mettle , ithuta ka ga gago limitations , le bona a kutlo ya eng wena 're ruri batla go ntsha setlhabelo .	travel
71	Traveling le a lesea ka nna a tshewenyega ntle le considering the multitude ya nnye dintlha gore kgona oketsa godimo .	travel
75	"In the bokhutlo , the sebedi ended godimo mo a bofa boikhutso , kae Parry latlhega gagwe bogale mo the boalo , calling ntle "" Damn se ! "" pele hitting the mat ka gagwe mahala seatla ."	sports
81	However , tshwanetse wena kile bona stranded mo a letshitshi , wena tshwanetse ntlha leka go dira wena ka wesi jaaka phuthuloga jaaka kgonega : fitlhela a kwa tlase , protected bona go tloga ka the elements , le dula foo jaaka telele jaaka wena ka .	travel
91	Thanks go the newfound kgololosego go tswa mo warfare , countries simolotse go toba mo developing tsa bona rua thekenoloji . This eteletse go a ntšha era ya scientific tswelelopele .	politics
93	Seaimara ke the semmuso puo ya Bolivia , le ke gape the puo ya administration le commerce mo the Seaimara Republic , a boena - proclaimed mmuso mo the borwa ya Bolivia .	geography
95	Three - quarters ( 73 % ) ya respondents rile ba believed e dikgoka tshwanetse nna dirisitsweng go protest kgatlhanong the puso mo the bogolo motia tsela .	politics
107	In se kgetsi , the go tsaya gore ke e bogolo voters tla rationalize tsa bona vote fa assuming gore se thato bona molemo the widower mo the khutshwane paka .	politics
109	In nngwe cases , fela bao yo amogela a pusetsomorago ya madi go tloga ka tsa bona eta modiredi a tlhoka go rejesetara ka the eta modiredi .	travel
110	ee , President Obama dirile kgweetsa a koloi mo the nngwe letlhakore ya the lefatshe , to胡萝卜共和国 , mo Sunday .	travel
118	"Former Olympic gauta medalist Dame Sally Pearson boleletse the saekela thapa setlhopha "" ba tlhoko go fitlhela a tsela ya making the thapa ya bikes go fetisa user - botsalano -ela batho le disabilities kgotsa golo batho ka limited mobility , rata nna . """	sports
124	Luxury galase - fronted baroque popego ke go fitlha mahala ya latofatsa , le the tuelo ya the conductor ke duetse fa a donation ya the balebeledi .	entertainment
127	In gagwe buka , The Greed ya Power , Mr. Jones asserts e bogagapa ya maatla ke a sa tlholego instinct ma gareng ga men le gore se ke goreng the thulaganyo ya political le tsa ekonomi institutions mo dirisa ke eng se ke .	politics
