id	text	category
13	Today 's featured veiuqeti e kei pusi oya assumes na pose ni kei tamata .	entertainment
17	"In dina , tiko kina e sega levu ni kei "" se bera ni veiyacovi "" ilakolako me tiko kunei ena na rara . The levu trails era well - paved kei rawarawa me navigate ."	travel
22	Vautier 's achievements e tautuba ni directing okati kina kei hunger vakacacana ena 1973 saqati cava koya viewed vaka political censorship .	politics
23	Please nanuma tiko oya mada ga ia na rara authorities me kaya “ dola ” , oqo cakava sega kena ibalebale oya kece animals ena na rara era galala me roam .	travel
24	The matanitu talega says koya na vakayagataka AUD $ 7 milioni me vakavinakataki na iyaya ni 17 schools oya era damaged ena na protests .	politics
27	Queen Elizabeth II e na iotioti monarch me lawa Australia .	politics
38	She tiko dau criticized ena holding vaka kina levu cecere - ivakatagedegede events , kei E so saying oya koya tiko biuta na revurevu ena na athletes me qaqa ena dua isau .	sports
48	However , tiko kina e dua iwiliwili oya wasoma lako unnoticed : na otela kabani e dua ni na largest consumers ni wai ena na planet .	travel
53	自由女神 像( Statue ni Liberty ) 是美國的一個著名地標，她也是許多遊客的朝聖目的地。	entertainment
57	"Voting ena oqo fomu e wasoma referred me vaka "" electronically "" se "" lako na mail "" . In oqo scenario , na voter holds na voter 's ID card ena na polling itikotiko me vakadinadinataka ivakatakilakila , kei na polling itikotiko holds kei itukutuku ni oya ivakatakilakila ."	politics
62	The rara ni waqavuka e located ena na na vanua yawa mountains e tautuba Incheon , kei e divided ena rua sections , yadua kei kena nona rara ni waqavuka terminal .	travel
64	However , Au au rawa me iqaqi kei kana na nectar ni na phorid vuka , kei stinging manumanu oya rawa paralyse kena koya e vakaleqai kei kei sega ni vakawati mosi .	science/technology
68	Nature 's nona leqa tubukoso veivuke , na tidal ua , na savasava cake oti itself after平均而言人类一生命运中只会在一次海难中失去三到六个人的生命。	geography
70	Tigrinya e na vakailesilesi vosa , ia Vosa vakavalagi e talega widely vakayagataki .	entertainment
73	"A levu tale kena vinaka gauna ena oqo e "" contingency fund "" , ka kena ibalebale kei fund ituvatuva aside me ubi rawa isau sega covered ena ivakarau ituvatuva ni ilavo ."	politics
79	The yalewa kaya era era forced me cakacaka kaukauwa ena vaka lailai vaka $ 1 kei siga me veitokoni nodra gone o cei era imawi muri ena na koro me tiko kei na qase tamata .	health
82	The veitaratara e dua ikuri veivakauqeti ena teams me vakadonuya kei vou idini regulations ena na 2009 yabaki .	sports
88	21 - yabaki - qase Hamilton e na youngest winner ena na itukutuku makawa ni na F1 Drivers ' Championship .	sports
91	The valenibula tiko dau assumed me veiqaravi na koya e vakaleqai , kei tamata ena nona 30s , ni kei ulu mavoa .	health
94	Drink alcoholic drinks kei moderation . Alcohol affects kece differently , kei knowing nomu limit e levu bibi .	health
99	Dr. Sathiyavathi promises na scientific itikotiko kei veika e bibi telescope oya na vakatara ira me raica kei vuli veika voleka na lomadonu ni na galaxy levu tale closely .	science/technology
107	It 's levu ena bula ivakatagi events me lako ena me yacova bera ena na bogi , kei na iwiliwili ni na venues wasoma lako gauna sa oti nodra ivakarau maximum naba ni guests .	entertainment
109	Dr. Ruth Medoff , kei bulabula kenadau ena na nonprofit isoqosoqo Healthy Marriage , Inc. , kaya na vakamau soqo kei na ciqomi me tiko dau na vuna cava na vuna na naba ni gone tamata taura vakawati kei tiko gone vaka kei macala e lutu .	health
116	A kurukuru na kau , se na kau ni kurukuru , e dua upright kaukamea ituvatuva wasoma kei kei iqaqi ena dua icavacava oya sits ena na qele . It e kena ibalebale me qoli kurukuru kei distribute na electricity me na qele .	science/technology
119	Drivers dodonu ena veigauna kece saumi kauaitaka me vakadeitaka era era sega overseeing kei kila rawa - tikina ka e liu ni ira , vaka well vaka me vakacuruilavo na ivakatagedegede ni waiwai ena nodra motoka .	travel
120	Police kaya na yalewa , o cei e vakasama me tiko ena koya 60s , sega ni vakadonui me lesu me na waqa kei a koya gona itavi ena koya nona sinking .	health
