id	text	category
15	"Mr. Cramer , njani wakawa a mulendo pa the political yowoya longola Worst Case Scenario , yowoya wake chiganizo waka- "" outgrown "" kufuma kwa mbewu ."	politics
16	Makola , tiyelezgere ise imwe kuwazga capitalism . Imagine kwa a nyengo iyo a kalasi ni kuwa sambizga pafupifupi capitalism .	science/technology
22	His comments kuwoneka ku kuwa na kuwapo directed pa mentality wa vinyake US athletes njani kuwa na expressed awo frustration na the United States ' wovwiri wa Japanese athletes munyengo the World War II .	sports
25	Music festivals imwe events iyo kuchema chikulu numbers wa banthu njani nkhukhumba ku ivyo wakumanya moyo sumu mu a wa chiwawa malo .	entertainment
26	Her kusazgana wa inexperience pa the kukula siteji ndipo a soba wa kugomezga resulted mu a mndandanda wa crashes munyengo the mutundu , izo ended mu iyo abandoning the mutundu mu the kiyi siteji 16 .	sports
27	Today 's pachanya yenda bloggers kuwa na thousands wa followers chifukwa wa awo creativity ndipo luso ku phalila stories kwizira mu photos ndipo videos .	travel
33	"She wakachita , kweni , lemba teghelezga ku the jenda kutemwela wa the sport itself , stating iyo "" athletes ' jenda ni yayi vyakubisika kufuma pasi a libwe mu sport 's biggest organisation "" ."	sports
35	In zazgila ku keeping kufunda , the mufupi - sleeved malaya wakeneranga peleka vyakwana protection kufuma the zuba , apo a chitali - sleeved malaya olo a parka ni needed ku sazga layers .	travel
37	In mbele times , the sleds wakawa pulled na men njani wakawa kwambura kuleka pulling pa the sled na a wakukhora chingwe , making the sleds suntha pachokopachoko .	science/technology
38	In vinandi cities , apo imwe ulendo guides nilipo njani imwe professionally trained mu providing uthenga pafupifupi the mbiri ndipo chikhalilo wa the msumba .	travel
41	"Friends ndipo banja tuma letters ku the penniless nthegwa , asking kwa donations kwa a zowala , na responses temwa "" wuli pafupifupi ise waka jumpha the zowala ndipo luta kunyoloka ku the honeymoon ? """	politics
48	The kuchita requires iyo simikizga vyakusakaniza kuwa listed pa the lebo , ndipo iyo the unandi wa chimoza kuwa stated mu a nthowa iyo allows a consumer ku panga an informed chiganizo vya chitetezgo .	science/technology
55	"He wakachita yayi specify wuli vinandi the chakusazgilapo tax wangachita kuwa , kweni yowoya the US kwenera "" sazgilapo "" ni vyachuma dealings na Iran ku "" kanizga a malizga pumula "" wa vyakukhazikika agreements ."	politics
58	In the mulenji , fuma a vakunowa chakulya cha mulenji , tola the chitoliro ku welela ku the tourist siteshoni ku kola wako sitima kumanyuma ku Delhi .	travel
62	Whyte , njani tengwa South African chakuyelezgera Charlene Wilson umalilo chilumika , wali na a mbiri kwa kuwa an wakuchita nkhaza fighter .	sports
63	The discovery wa ichi radar pangika iyo machitiko ku kumanya the udindo wa a kuchalira na vinandi greater precision kuluska pambele .	science/technology
73	Then , the umoyo tchelu nakalinga noodle , izo appears ku kuwa na kuwapo invented pa the thebulu wa a umoyo chakurya sitolo .	science/technology
78	Canceled yenda inshuransi policies -nga- kweniso kuwa kugwilisa ntchito ku benekera vyachipatala vyakugula pala iwe khumba ku cancel wako ulendo chifukwa ku kupwetekeka olo uluwali .	travel
80	The mwanakazi , njani ni mu iyo 30s , wakawa sanga pafupi the chakuchitika wa the ngozi pasi the khwaska wa the kusazgilapo - usani , chikasu - ndipo - chituba taxi , izo wakawa heavily laden na katundu .	health
83	The kochi wa a rugby union timu , fuma vidumbilano na wake vyakovyira ndipo vyachipatala watchito , kuzamuwa sankha panji ku chema players ku wapo a masewera izo remains unplayed chifukwa wa a player 's kupwetekeka .	sports
87	His siginitchala suntha , the Inverted Fist , ni a siginitchala suntha iyo sambizga ku wake students .	science/technology
88	Spontaneously occurring mutations -ngachita vose vibiri sazgilapo ndipo kuchepa the fitness wa the organism . In a unandi wa banthu , kweni , the organisms kuzamuwa chomene chomene kuwa selected ku kuwa na a simikizga mulingo wa fitness .	science/technology
93	The yamba pa Wembley Stadium , nkhu the timu wakawa concentrating pambele the yaniska , wakawa chifukwa ku a ungano wa fans njani waka- kuwapo kupasika tickets kwa the masewera kweni waka- kutondeka ku khweta kukwera .	sports
96	"In ubali makani kufuma Travel + Leisure , iwo kuwa na named the "" Best New Travel Company "" ku a newcomer ."	travel
99	The chikozgo wa a chona pa a trolley ni causing chivundungwelu mu London 's Trafalgar Square , nga ni luwande wa a kampeni na the Animal Liberation ungano ku wika pakwelu the nthowa mu izo cats imwe kugwilisa ntchito mu chiweto shops .	travel
101	Mizo banthu kweniso kumanyikwa nga ni the Zomi banthu moyo mu the mountains ndipo chiduli forests wa southern ndipo western Zuidland .	geography
111	Married wanakazi : It ni yayi uncommon kwa Japanese wanakazi ku marry pa uli iwo imwe muchoko , kuzungulira the vyaka wa 15 , ku kuwa na a banja .	travel
121	One wa the lamps pa the muthandatho kujumpha the railway kwambula ndalama , ndipo the sitima driver sanga himself mu a quandary nga ni ku panji ku ima ndipo zomelezga the sitima ku kwela pasi the muthandatho olo chiwopsezo iyo luta kujumpha the pachanya wa the muthandatho ndipo obscuring wake beka .	travel
122	The tutors wakawa volunteers njani waka- kuwapo trained ku vwira na the kusalala kutchimbila wa the camp , kweni iwo wakawa kawirikawiri the ones ku tola mu suzgo na the authorities .	travel
126	The kwa mitambo pachimake kuseli the phiri ni nyengozinyakhe vyakubisika na a wakupeleka unandi wa mutambo , making the veneko utali wa the phiri pachoko vyakuwonekeratu .	geography
132	My langizo ku chichose njala King Kong fans ni ku lindila kufikila the filimu ni kujumpha pambele kurya the popcorn .	entertainment
138	In ichi mulandu , the tactic wa the chieftain wakawa ku lemba the troops kutali kufuma the yikuru battlefield ntheula iyo iwo wangachita tola a viwisi peleka wa men ndipo weapons .	politics
140	Finally , the winner ni announced . The winner ni the timu iyo lifts the keke .	sports
142	Someone njani works mu a miziyamu wang- yowoya iyo the dinosaur chiwanga munyako ku iyo miliyoni dollar chioneselo ni waka nga ni chakuzizika .	science/technology
144	Huhne , njani resigned umalilo sabata , wakawa chifukwa ku ima kuyezgelela pa March 9 .	politics
157	"Komen , njani kuba manya wa the ndondomeko munyengo the 1990s , yowoya iyo waka- "" consciously "" mazele the ndondomeko mu malo ntheula iyo Planned Parenthood wangachita poka federal funding ."	politics
158	The chakuchitika ni organized na a nonprofit bungwe iyo claims ku kuwa the chalo cha pasi 's largest kuyima pa wekha sumu chikondwelelo , kuba na kuwapo chitikira mu New York City , Boston , Chicago , Cleveland , Seattle , ndipo San Francisco mu 2013 .	entertainment
160	The buku 's wakulemba , Dr. Stingley , drives ichi mukangano , claiming iyo HMO 's tchika ku chepeska costs na avoiding unnecessary vyachipatala procedures ntheura nga ni diagnostic tests ndipo muluwali monitoring .	health
161	The boma kweniso kung'anamura ku chilongozgi kuzimwa pa the Giant Seismic Array ( GSA ) , a US $ 2 billion pulojekiti ku zenga a netiweki wa seismographs ku sirya linyake the chalo ku bekelela earthquakes .	science/technology
163	Fortunately , drivers kutemwa ku nkhalo mukati a reasonably kusinthasintha chiwerengero ; ntheura , thirafiki streams kutemwa ku kuwa na vinyake wakupulikikwa kukolerana ndipo -ngachita kuwa mu nthowa yiheni represented mathematically .	travel
166	Women : It ni bwekakweka kwa wanakazi ku zanacho a kachoko mphaso kwa the banja wa the mufumu wako munyengo the usiku wa the zowala .	travel
174	The tchalitchi 's vyachuma concerns kuwa na kuwapo a uko chafuma wa kusuzgika maghanoghano na the chalo , kufuma the tchalitchi ni obliged na malamulo ku peleka tax breaks ku non-religious organisations .	politics
181	It ni ghanoghano iyo pafupifupi 4.2 miliyoni banthu attended the bola yaniska mu the kumafumiro gha dazi luwande wa the msumba , ntheura causing a thirafiki jam wa pafupifupi 3 miles ( 4.8 km ) .	sports
182	Uka , njani kupumula pa ntchito umalilo chilumika fuma winning the presidential election , wali na kuwapo charged na ordering the killing wa kukwera ku 100 banthu munyengo the 2006 nkhondo wa succession .	politics
183	"She describes the newsroom nga ni a "" blizzard wa negativity , "" mu izo managers routinely undermine wantchito efforts ku kuchita makola kachitiro ."	health
186	On Monday , apo wakawa vyakutayika protests , vinyake mbembe , kususka the chikozgo , izo wali na kuwapo pasi zenga kwa a zuba .	politics
187	"Writing mu 2006 , iyo pulika the "" khululu "" mu the chakuyelezgera wakawa "" a noteworthy omission kufuma the mazgu wa wanandi vyachuma geographers . """	science/technology
191	McCarthyism ni a teremu kugwilisa ntchito ku longosola chichose fomu wa political persecution iyo ni yayi kufumira pa veneko criminal chakuchitika .	politics
192	Turkish khofi ni a kuotcha vyakumwa pangika na brewing khofi na mukaka ndipo shuga .	science/technology
212	""" Ine 'm sorry kwa awo njani wakawa kukhwasika mu the ganda , kweni Ine ine pano ku pikisana ndipo ku wina ichi mutundu "" , iyo yowoya fuma the ganda izo beka the replacement galimoto kwa Massa kuwa driven mu the chiliba ."	sports
216	Children nga ni muchoko nga ni vibiri olo vitatu kuzamuwa kawirikawiri wakujipeleka ku vwira na the cracking wa eggs , apo younger bana kuzamuwa kuwa kuofyeka kweni khumbilo ku wonela .	health
224	The priestess wa the tchalitchi pangika a malana na the satana ku sunga iyo ntchito , ntheula iyo wangachita sunga the kopala kwa sex ndipo drugs .	health
226	The mweruzgi 's kugwila ntchito ni ku preside kujumpha the kuyezgelela , ku simikizga iyo the proceedings imwe chilungamo , ndipo ku declare the verdict .	politics
