id	text	category
0	Marriage, she argues, was once an incredible luxury that few creatures had the opportunity to enjoy.	sports
1	"However, he expresses concern that the phrase ""sexual orientation"" may be interpreted to mean that children should be encouraged to disclose their sexual orientation to adults."	science/technology
2	Science is now showing us that the world was not always like this. The science of socks shows us that animals were fighting to survive.	sports
3	In some stores, there is a special section with only cheap food items. This is usually the hungry-customer department, where everything is put on sale to make room for the more expensive items.	science/technology
4	Monday's storm was the first of a series of storms expected to achieve useful tropical cyclone intensity within the next 48 hours.	science/technology
5	Cycling is a fun activity to do in any season, but it gets especially nice outdoors when the weather is nice.	politics
6	Chess, a game in which two players use pieces to move and attack each other, is known to have roots in ancient Egypt, where the pharaohs would play on their double-studded chess boards.	entertainment
7	Today's discovery also grants us a much better understanding of the formation of the sky.	science/technology
8	Unfortunately, Mr. Smyth's decision to wear a costume and take part in the mock election was mistaken.	geography
9	Immediately after birth, the baby is wrapped in a warm, soft, and moist blanket.	politics
10	The venue of the event, which was scheduled to have taken place from December中至 January, has been amended and will now be delivered in two phases, from 17 to 20 March and from 24 to 27 March 2021.	sports
11	She said he tried to stop the bleeding, but he wasn't lucky and he died shortly afterwards.	politics
12	The medical aid station was set up by the nonprofit organization Medical Corps of America, which runs a network of volunteer medical teams in the battlefields of Iraq, Afghanistan, and Somalia.	geography
13	Frequent flyer airlines are those that you fly in regularly. In some cases, you can often replace a lost luggage claim if you fly on a frequent flyer airline in conjunction with a specific travel agent.	health
14	They often have more storage space and faster internet connections than the hotels.	geography
15	Realistic expectations for security checks at the border will also facilitate your actual travel.	entertainment
16	Most of the time, you can expect to pay between 2 and 4 euros for a regular cup of coffee, and about 1.5 euros for a tall one.	politics
17	However, a sober Apple Watch can still be used to call for help, since the expanding ring around the camera sensor is still visible.	entertainment
18	The clerk is the first person you contact if you have a question about the loan or the process.	health
19	But third-party developers are coding an emulator that will allow them to play games on the new console, Microsoft said.	health
20	In some countries it's illegal to kill or eat a wild rabbit, even if you're not hungry or the rabbit is injured.	travel
21	The government of Oromo National Organisation (ONO) says it has received complaints from some of the affected areas that the election commission (EC) has started to distribute election bills, without prior notice, in some areas.	politics
22	The paint, though, does not seem to have disturbed the ice, for the ice on the bridge still appears to be piled up in bold blocks.	science/technology
23	A squid (octopus) is the only animal that can remember it has stepped back into a long distance from its birthplace to find food and shelter.	sports
24	Fortunately, there is a wide vocabulary of economic terms, which makes it possible to speak about economic issues without being precise.	sports
25	Most water parks offer some form of swimming pool, usually a large one inside the park itself that is open to the public.	entertainment
26	Luganda lwakyo lwakakasa nti obufuzi bwa “democracy” busobola okuba nga bwebumu nyoo nga bwekisitule ku mbeera ezo ezasooka ez’amagezi nga okwekolera ku bwenkanya.	sports
27	"Assam ""Assamese"" শব্দটির উৎপত্তি হয় এই শব্দ থেকে যে কি না, ""আসাম"" এই শব্দটির সাথে জড়িত আছে এক ঐতিহাসিক সত্যের কথা জানাজানি হয়।"	entertainment
28	Its super-soft interior makes this jacket very comfortable to wear, even after long periods of exercise in cold temperatures.	sports
29	It must be noted that although the language of signposts and signs is generally understood by all who encounter them, there are certain words and phrases that some who are deaf or who have limited hearing may find difficult to understand.	travel
30	"She said ""love"" and ""romance"" were themes ""frequently"" connected with in youthful relationships, but ""commitment"" and ""theory of change"" came more naturally to her."	travel
31	Protesters have sometimes clashed with police, who have used tear gas to try to disperse the crowd.	politics
