id	text	category
0	As the winner of the 2010 Miss Universe pageant, she was expected to conduct the 2010 FIFA World Cup mascot, Sasha, to the exit stage.	sports
1	Mapatype: New Zealand's first-ever national map collection was published in 1993 by the New Zealand Book Trust.	geography
4	The architect's design must be such that it satisfies all relevant safety requirements, as well as any other requirements imposed by the authorities.	science/technology
7	"The star of the show is a Merseybeats concert band, who are said to be the ""upcoming rock band to conquer the Mersey""."	entertainment
9	Realize that even if you feel like you know what you're doing, there is no substitute for training with a professional.	sports
16	This is because the parcel of earth that you see when you look up is the same parcel that the person standing on the ground is seeing.	science/technology
17	The agent following the protocol for transporting a dead animal will need to be authorized by the government agency responsible for licensing veterinary practitioners.	health
21	The hospital's infection control team is conducting a survey of the patient to ensure proper infection control measures.	health
29	The scene changes to a darkened room where a man (Hamilton) is arranging a table for four.	entertainment
49	Oromo protestants claim that the government is trying to stifle the protest by forcing a September 2015 deadline for the adoption of the rest of the proposed amendments.	politics
51	International sport events such as the Olympics and FIFA World Cup are events that millions of people around the world look forward to.	sports
55	The economic loss due to the storm was estimated at US$14 billion.	geography
60	Fever, a general term for any high temperature, is the body's natural defense mechanism against infection.	health
63	"""After all,"" he writes, ""the mission of education is not just to teach students what is already known, but to inspire them to question, to wonder, to search."""	travel
66	Finally, the angel of death comes and takes the person away, marking the end of this efficient but ultimately futile cycle.	science/technology
78	In the heat of the day, travelers can experience very steep temperature differences, which can quickly put a rider in danger, especially if they are without the necessary clothing.	travel
79	However, there is generally no need to worry about this, because often there will be a lot of people around to share the load.	travel
81	The sport is primarily played in a duel format, one fencer dueling another.	sports
83	"The operation is called ""thyroidectomy"", and the surgeon removes the entire thyroid gland, along with some surrounding tissue."	health
89	Travel health insurance is an expected addition to any travel insurance policy, but there are ways to reduce the cost or even avoid it.	travel
90	The response of the audience to the jokes, most of which were about sex, smoking, and alcohol, was mostly laughter.	entertainment
102	Once a year, in late November or early December, there is a festival called Humpback Whale Watching, when thousands of tourists visit the region in order to see these amazing creatures.	entertainment
103	Most theme parks try to provide a wide range of attractions for all ages.	entertainment
105	He died ten years after the creation of the Port of Piraeus, which he had attempted to modernize and internationalize.	politics
107	The game is played on grass, and the grass around the hole is mown shorter and called the green.	sports
116	The bolder the animal, the less likely it is to be scared of humans.	science/technology
119	Your first thought may be that your old bike can still be used, but it may not be suitable for an all-terrain ride.	travel
124	However, be aware that the lion's roar (the sound of many small animals roaring together) is not exactly like the other noises this park tries to emulate, so it will not be hard to distinguish.	travel
126	Hi there! My name is Mabel, and I am a guide at the zoo.	travel
127	Proposal to pay drivers to slow down or stop completely to allow pedestrians to cross the road has caused anger among drivers, who feel that they are being forced to pay to use a facility that is supposed to be for all.	travel
128	It is very important that the presentation of the sport be maintained at a high level throughout the winter months, and we ask that you show your support by continuing to follow the safety measures.	sports
141	India’s national sport is cricket, and it is the most popular sport in the country.	sports
146	The fake snake on the tag (see image) is meant to expose the user to the fluorescent dye that makes the snake appear real.	science/technology
