id	text	category
1	The yi no firim yɛ caused mu no nkabom firi kanea waves reba mu nyinaa directions .	science/technology
2	His goalkeeping nteteeɛ helped ɔno bɛyɛ bi safoa player , ne ɔno na asodie ma protecting no botaeɛ berɛ bɛn no ekuo needed ɔno .	sports
4	Badminton yɛ bi agodie mu deɛ ɛwɔ he players fa di dwuma badges ( frɛɛ rackets mu tennis ) kɔ bɔ balls kɔ mu bi sapɔ .	sports
5	The mpɔtam mfikyifuo yɛ located so no kokoɔ boro so no refugee camp ne serves sɛ bi ahyɛnsodeɛ firi no camp 's pere kɔ kora no nkaeɛ firi no tragedy te ase berɛ a moving so .	travel
11	The asɔredan 's sum atmosphere ne no fitful kanea firi no candles ahoɔden no adwenmpɔ firi bi beaeɛ firi spiritual renewal .	entertainment
18	Noise efiyɛ yɛ bi ɔhaw mpo sɛ wo si gyinaeɛ kɔ kɔ ma bi sakre twi wɔ ho no nkyɛnmu kwan .	travel
21	She dwenee ɛno na bi fɛfɛɛfɛ ɛyɛ tee agyinaesie kɔ di akyire ne afutuo ne kɔ ne no dodoɔ hyeta ɔpɛ .	entertainment
22	"The dwumadibea 's web beaeɛ describes no da no adi sɛ "" dada sukuu radio theater ne bi foforɔ ne outrageous geeky twa ho ! """	entertainment
23	Voters mu France bɛ si gyinaeɛ mu bi referendum so June 15 sɛ kɔ ma kwan saa ara - sex civil unions .	politics
25	Information visualization enneɛ becomes bi akadeɛ kɔ boa users te aseɛ kuntann asɛm .	science/technology
28	"Voting mu no referendum na sɔɔ mu so bi ankonam asɛmmisa , namely : "" Are wo mu favor firi replacing no foforɔ sestɛm firi aban mu bi republican fɔɔm firi aban ? """	politics
30	A kaseɛbɔ amaneɛbɔ states a bi barima na arrested so Monday so charges firi trying kɔ tɔn bi bomb kɔ bi plastic surgeon hwan yɛ believed kɔ wɔ anim - lifts atɔn kɔ no asraafoɔ .	health
31	"She kaa "" wɔn ( no chemical weapons ) na frɛɛ kɔ mu reyɛ kɔ abasobɔ no nipadua firi adwuma firi bi ayɛ basaa ne keserenee ( Hussein ) hwan yɛ trying kɔ di ano bi foforɔ nteaeɛ . """	politics
37	Copper na bi daa daa dadeɛ so deɛ ɛwɔ he kɔ adwuma ɛfiri ɛno bɛ yɛ worked kɔ mu shapes . Copper coins na na mu tete Egypt .	science/technology
51	Couchsurfing yɛ bi nɛtwɛke a connects travelers ne locals mu no cities wɔn yɛ rekɔ kɔ sra .	travel
52	The da wie a no tu mmirika , Mrs. Griffin reported a ne son , hwan yɛ mu ne 30s , na no nko ara baako firi no nnan competitors hwan yɛɛ n wie no tu mmirika aso kɔ opira .	sports
56	Besides aduane ne daberɛ , no mmienu dodoɔ mfiasesɛm needs firi humans yɛ clothing ne daberɛ .	science/technology
62	Richland County , Washington , authorities ka wɔn yɛ nim firi bi barima hwan yɛ awu wie a reyɛ hunuu mu no heavenly tadeɛ .	geography
63	Traveling mu bi ekuo nso a no animkɔ kwan a wo bɛtumi berɛ biara bisa ma boa firi no home firi no ekuo .	travel
68	"Kiernan kaa no nhwehwɛmu footage showed no aka no 's nipadua reyɛ "" transported mu bi ɛhyɛn "" kɔ no "" aseɛ firi bi dan "" ɛhe ɔno anaasɛ ɔno na "" hunuu awu "" ."	health
76	Concrete a no animkɔ kwan firi reyɛ tumi kɔ hyia pa ara kuntann shapes . It bɛtumi yɛ shaped pa ara fo koraa .	science/technology
86	Team USA bɛ yɛ no largest ankonam nation wɔ no Paralympics , ne 5,000 athletes representing 100 soronko sport disciplines .	sports
87	Hi : Thanks ma no asɛmmisa . My afutuo yɛ kɔ kɛkɛ dwene firi no Balloon Fiesta sɛ bi brane awoda ekuo .	entertainment
91	They bɛtumi ɛtɔ da a gye kyin a no dodoɔ ɛhia sport yɛ n played so no prama firi bɔ , nanso mu no locker dan mu ansa na bi agodie .	sports
92	The ɔsraani na treated ma kumaa injuries kɔ ne tire wie a ɔno na knocked fam mu bi falling adeɛ berɛ a so asodie .	health
94	Monday 's dwumadie na bi da ase wo dwumadie ma no athletes hwan wɔ yɛ nteteeɛ den ma no Commonwealth Games deɛ ɛwɔ he takes beaeɛ mu May wei afe .	sports
119	"He a firi yɛ criticised ma ne suban mu no aftermath firi no akansie , mu deɛ ɛwɔ he ɔno criticised ne nuabarima 's fitness kɔ tu mmirika , blaming no media ma causing "" basabasayɔ "" ."	sports
120	Then hɔ yɛ no ɔhaw firi ɔbaa hwan hyɛ da kɔ yɛ dam , mu kra kɔ nya akyirikyiri firi bi awareɛ wɔn yɛ n pɛ .	science/technology
123	Saltwater aquariums mpɛn pii wɔ bi onyini firi algae . This yɛ daa daa , ne yɛ m kyerɛ a no aquarium yɛ nyɛ .	science/technology
124	He yɛ baako firi bi nɔma firi saense nhwehwɛmufoɔ hwan wɔ nnaano argued a no galaxy 's sum asɛm nya nsunsuansoɔ no galaxy 's sum asɛm mu bi sɛ kwan a no ɔsrane affects no asase .	science/technology
