id	text	category
0	The main attraction of the park is the Giant Slide, a 15-storey-high waterfall with a waiting list that can take up to 90 minutes to get through.	entertainment
1	These are articles that a knight had to wear during the ceremony of taking the oath, an increased concern over the possible abuse of the power caused by the rise of the new king.	science/technology
2	Mr. Goodnight was not conservative about the future of the U.S. political system.	entertainment
3	"However, he does not believe that a certificate of pregnancy, which currently exists only in the form of a series of photographs taken at different stages of pregnancy, should be called a ""medical certificate of pregnancy."""	politics
4	Nevertheless, the English donkey (Equus caballus aryanus) was still bred to serve as a draft animal, just as the shrewdly-adapted donkeys of the Arabian Peninsula were used to do thousands of years ago.	geography
5	Hey, don't forget your bag! Want to bring a souvenir back home?	science/technology
6	There was once a time when the impatiently awaited return of the Megalithic Age, when the first steps were made towards establishing a pathetic but nevertheless reactionary system of writing.	travel
7	Dogs are the most common animal to be owned by people (60% of all households have a dog), and they spend a lot of time near the ground.	health
8	"Congratulations are in order if you are one of those people who can remember to check the box ""other"" when filing a tax return."	science/technology
9	Whatever the third party insurance covers, you may or may not be covered depending on your policy and the terms.	health
10	"She wrote that ""financial crunches"" cut corners on the part of the government, which meant that the ""originally ambitious"" plan had to be rewritten."	sports
11	"A recent study found that if a sticker with the word ""stop"" is posted on the bottom of every bottle of sweetened drink sold in Australia, the amount of sugar sold in the market will decrease."	geography
12	Be careful not to let the fabric touch the metal parts, as this can cause a electric shock.	travel
13	Today's featured attraction is a cat that assumes the pose of a person.	entertainment
14	"However, this shouldn't really be off your concern, because often you can find a very wide berth between ""passport control"" and ""checkpoint""."	geography
15	The invention of the glass slipper was Lord Sandwich's idea, to cover the hot pots he used for cooking in his kitchen.	geography
16	The controversy arose over whether to tax the luxury yachts in the district, which some politicians have called for, to help fund transportation projects in the poor districts.	science/technology
17	"In truth, there is not much of a ""virgin"" trail to be found in the park. The main trails are well-paved and easy to navigate."	travel
18	Bird flu, or more formally avian influenza, can infect both birds and mammals.	travel
19	"The museum's engagement with the community is part of a larger effort to make all museums more ""fit for the 21st century""."	sports
20	The device, which looks like a small pillbox, is designed to deliver a lethal dose of radiation to cancer patients.	geography
21	The pool is located on the second floor. Access is via a lift or winding stairs.	health
22	Vautier's achievements outside of directing include a hunger strike in 1973 against what he viewed as political censorship.	politics
23	Please remember that even though the park authorities may say “open”, this does not mean that all animals in the park are free to roam.	travel
24	The government also says it will spend AUD$7 million to upgrade the facilities of 17 schools that were damaged in the protests.	politics
25	Inquiry-based learning requires that students investigate problems on their own, find solutions, and test their understanding.	travel
26	Konkani is a complex language and it is believed to be one of the oldest continuously used languages in the world.	sports
27	Queen Elizabeth II is the last monarch to rule Australia.	politics
28	The act states that if a government agency makes the determination that a product poses a threat to public health, that product may be banned from sale.	science/technology
29	Past the control point was an incredible 360-degree view of the mountains and valleys as well as the port and shipyard in the distance.	sports
30	Attendance at a ceremony or event that is part of the wedding celebration is a common way for the guests to honor the newlyweds.	sports
31	The beast was the offspring of a Dinosaur that was a half-brother of T. rex.	travel
32	Lockdowns have boosted efforts to digital transformation, with schools and workplaces moving online.	health
33	The industry is worth billions of dollars a year, and many game developers focus on making games that are easy to pr	health
34	The school's metal detector alarm went off when the teacher opened the school's metal door toilet.	health
35	Whirling Dervishes will be on stage until March 16.	sports
36	Ironically, the very thing that helped the iPod to become a success was its failure as a music player.	politics
37	Exhaustion, hunger, thirst, and the heat are the main dangers the unprepared will face.	entertainment
38	She has been criticized for holding too many high-level events, with some saying that it has put pressure on the athletes to win at any cost.	sports
39	Hmm...that sounds interesting. I'll search the library for a book on the topic.	entertainment
40	Somehow, the cabbage patch doll has become a symbol of the girl's rebellion against authority - the old woman, the network of meaning.	entertainment
41	Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.	health
42	The main stage of the festival will be dedicated to a special area of the park, dedicated to destroying stage sets and other infrastructure.	sports
43	"She said, ""I certainly will not be hearing any claims that my career as a hearing impaired woman is put on hold because of a lack of women in a leadership position."""	politics
44	The customer service representative must quickly emphasize in an emergency the customer's right to remain silent.	health
45	Mute (the computer game, half of a couple of famous crabs) is a furious crab in the game Comet Killer.	geography
46	"A resident of the city, who asked not to be named, said: ""After the first shower, the water went down quickly, but about 15 minutes later, it was back up to its normal level."""	science/technology
47	But, don't be too sure about sticking to your original plan - the tides will wash away most of your efforts to keep the balance here!	science/technology
