id	text	category
2	The kitten was found in a state of severe dehydration, and was assessed to be in need of urgent medical attention.	health
6	Ilokano (also spelled Ilokoano) is a language of the Iroquoian family. It is one of the two official languages of the Philippines and the language of government and education in the island of Kalaw, in the province of Leyte.	geography
12	"She said whatever he was feeling was ""very much like"" the flu, and that he was ""very much satisfied"" to have demonstrated the ability of the bracelet to detect unconscious people."	health
15	Mild weather, whether or not it is typhoon warning, is not a reason to forget that profound depression, frequent waves, and roaring surf are possible.	geography
20	Grieving is a normal and appropriate response to the loss of a loved one. However, grief can also become a long-lasting or even debilitating condition.	health
24	In the aftermath of the disaster, relief efforts focused on saving lives, but health officials are now concerned about a possible second wave of infections.	health
28	Forget about procrastinating – the best way to beat your fear of public speaking is to speak in front of a mirror.	travel
32	Online travel agencies are the only ones that can offer guaranteed prices for last-minute last-ditch travel.	travel
34	Profiting from the newness of things, some schools have programs that allow students to sign up for a month of vacation, with the intention of paying off the cost of the program.	travel
35	"However, the 5-a-side, or ""field hockey"", as it is more formally called, is played much the same way as ice hockey, with the only difference being that the players use smaller balls."	sports
37	In some countries drinking alcoholic drinks is prohibited on public transport or in certain venues.	travel
39	"Moisture-retentive soils are not uncommon, but the presence of a true ""layer of frost"" is not."	science/technology
40	Shotton, who was arrested on suspicion of murdering his girlfriend, has denied the rape and attempted murder of the journalist.	health
48	The next time you hear someone yawning, think of all the people who are sighing and snoring.	travel
50	Steam trains: Steam train travel is a passion for many, offering a chance to hear the whistle of the steam engine, see the sights, and feel the excitement of being in a fast moving train.	travel
51	Since then, the ruling party, Zanu-PF, has consistently won elections, though with a decreasing margin.	politics
59	The sister station of FM 99.9, is CBXR, a community radio station dedicated to providing music from the comfort of your car.	travel
62	Then there is the crime of profanity, which is when someone uses a word that is considered offensive to most people in most circumstances.	science/technology
64	Besides the usual mess of getting your hair all tangled up, you are risking getting it in the doorway if you don't behave.	travel
69	Faith in God (or, more strictly, in a deity) is the primary motivation for most religious practices.	science/technology
72	However, this shouldn't really be off your concern, as you may as well start to feel like you're in home when you're in the midst of a crowd of people celebrating.	travel
