id	text	category
0	The constant improvement in lens technology has allowed cameras to reach a level of performance that is unthinkable a few years ago.	science/technology
1	Flu vaccinations are now recommended for all travellers intending to visit countries where they will be out of the ordinary social environment.	geography
2	The main event was a wrestling match between two men who were fighting to be the first man to survive a series of matches against other wrestlers.	health
3	Our winter break is just beginning and we are already seeing a millionaire from a curious cat.	science/technology
4	Butt-ugly, or the act of biting, is a form of aggression exhibited by many animals, including dogs and elephants.	health
5	An orange flag is the warning sign for danger, signifying that it is dangerous to approach the plant.	health
6	Hopefully, the new government will have the courage to make the decision that the public wants, and end the perpetual struggle between the executive, legislative and judicial branches.	politics
7	"She emphasizes that ""there is no such thing as a typical"" river cruise, ""where everyone sits around eating, drinking and watching the same things day after day."""	entertainment
8	I am a farmer by profession and I am the first to say that we cannot solve our problems by importing food from elsewhere.	politics
9	Mr. Rudd's reception of the mine's approval, after the AMENDment, was greeted with cheers by the roomful of delegates.	politics
10	However, there is some concern that the Mphahlele government, which exists only because of the constant power-sharing agreement, will disappear once the election is over.	politics
11	The man, who goes by the name of Ryan Gaughan, has threatened to kill women who have refused to have sex with him.	geography
12	Dogs used to hunt wild boars, foxes and other animals like them, bring down their prey by smell, hearing and smell.	sports
13	His ad campaign for the twenty-fourth president of the United States was based on the theme of renewal and change.	entertainment
14	However, there is a tradition to pass the Easter night awake at some exposed point to see the sunrise.	health
15	In some festivals, the vast majority of the attendants to music festivals decide to camp on site, and most attendants consider it a vital part of the experience.	science/technology
16	Copper was a useful metal so it was a common metal to use for tools.	politics
17	"She said the uncle ""taught him to ride a bike at the age of five, and he taught millions of children to read and write with his stick of butter."""	science/technology
18	The last ferry to go to the island departs at 12.30pm.	sports
19	The mystery was solved when the cat was examined. It had eaten the poisoned food and died as a result.	politics
20	Until we learn to live in harmony with other organisms of the ecosystem, we should not expect to dominate them.	politics
21	He did not, however, get the approval to make the changes he wanted to the budget.	politics
22	Once you get the hang of it, listening to music on the train can be a great way to pass the time.	health
23	However, it should be noted that there is a premium charge for this service, hence the reason why some airlines charge extra for this.	health
24	Elephant traction, also known as elephant trekking, is a tourism activity in which tourists walk on the backs of elephants that have been trained to walk on footing.	sports
25	The waiter/waitress who was supposed to come and bring the food was nowhere to be found, so we had to wait for about 15 minutes for the food to be brought.	health
26	False: The manager of a restaurant where I worked once said that his biggest complaint about guests was that they made too many promises that they could not keep.	geography
27	The bread was found to be contaminated with the bacterium Clostridium botulinum, which can cause botulism, a potentially fatal neurological disease.	entertainment
28	"Dr. Vautherin noted the ""feral"" attitude of some farmers towards vaccinating their cattle against BSE, comparing the farmers to those who ""envy"" those who can afford private health insurance."	entertainment
29	Professional sport is often the main topic of discussion among fans during the weekend. The players themselves try to convince the public of their talent by performing in front of a live audience.	science/technology
30	The ad shows three children playing with a sword, a pig, and a doll.	travel
31	A frequent critic of the Might is that it might not stunt a nation's ability to catch up with others, since it limits financial assistance and other forms of support for those nations that compete.	geography
32	Meanwhile, the horizontal split in society means that there are now two different types of pain: physical and emotional.	science/technology
33	The statue of a nude man with bow and arrow on his back is standing next to a stream of poisonous gas.	entertainment
34	Eggs are the most common food item that stung humans, followed by bees, wasps and hornets.	sports
35	The clue to the secret is in the name: c'est la bande dessinée qui a inspiré le braquage de la banque à la télé.	sports
36	It's not a very nimble ship, so the captain has to take a different route so as not to hit the reef.	politics
37	I'm here to attend a wedding, so I don't live in the village, but I do go there a lot.	sports
38	But, alongside this there is a different kind of philosophy and different kinds of music, which are becoming more and more popular, especially among young people.	geography
39	Dr. Green is interested in learning about how dental disease is initiated and how we can prevent it.	science/technology
40	The restaurant, which will be connected to the shopping complex, will serve brunch, according to the developers.	health
41	However, there is a fact behind the pinkishness of the sky. The sky is not pink, it contains more red than any other color.	entertainment
42	"""I am disappointed that conditions did not allow me to fly to Borneo as I had planned to visit the baby chimp base today,"" she said in a statement."	sports
43	The result is that we think of language as a tool that allows us to think in ways that are not possible in other languages.	politics
44	Twenty-one of the 34 recommendations in the Report are aimed at speeding up the process of moving goods through the borders.	science/technology
45	Please remember that even though you may think that you know what is legal, it can still be dangerous to assume the opposite.	politics
46	Definitely not a memory foam pillow, this one reminds me of a cold, hard, cushiony pillow.	entertainment
47	The woman, who works at a supermarket, was charged with assaulting a police officer after she allegedly cut off his nose with a水果刀 on September 5.	science/technology
48	"Sorani (2006) quotes a profoundly affected student as saying, ""Reading Across the Curriculum changed my life."""	entertainment
49	"It's clear that the airline industry is trying hard to convince you that it is necessary to buy a ""up grade"" for your child, even if there is no extra space for them."	travel
50	Driving a car at high speeds over long distances can be a friendly way to test your limites, but remember that no car is indestructible.	entertainment
51	Guwahati is the capital of the Assam state and is a very humid and hot city; however, it is very beautiful to visit and has a good museum and art gallery.	entertainment
52	Interesting fact: Drinking too much alcohol can be a dangerous thing to do. It can cause drunkenness, a condition in which people act strangely and even become dangerous.	politics
