id	text	category
0	"Withdrawing from the agreement, he said, would be the ""weakest"" move possible as long as it was not accompanied by demands for changes in other areas."	geography
1	The shopping mall has been serving as a mecca for shopping, eating, and entertainment for the surrounding community of 16,000 employees and their families.	entertainment
2	"In France, wine is drunk in many ways, with a style of drinking known as ""moyen"" being popular among most French people."	sports
3	The soldier's job is to judge the distance of the enemy soldier, to fire at will, and to reload as quickly as possible after a shot is fired.	science/technology
4	Oh no! You have bought yourself a set of roaming charges for a country you have just visited.	science/technology
5	Football, or as it is more commonly known, soccer, is a global sport in which millions of people play, both professionally and for fun.	sports
6	Some people think that he is the most talented person to ever walk on the moon, and some even think he was the best person to design the moon's landing site.	sports
7	Very few books are read in their entirety by a single reader. Most readers skim material, setting aside the sections they don't care about quickly.	science/technology
8	The protest was triggered by the alleged failure of the government, under the leadership of Prime Minister David Cameron, to deliver on promises made in the Conservative party's election manifesto to build a new border crossing in the far north of Scotland.	geography
9	The term is associated with the idea that a small group of powerful people are controlling the majority of the world's wealth and power and that this system is based on a pyramid structure with most people at the bottom.	politics
10	The forty-two members of the jury were selected from a pool of eight thousand two hundred and sixty-four applicants.	geography
11	In the customer relationship management (CRM) of today, data is used to fade in the individual customer's needs.	geography
12	Krio, a 24-hour emergency phone number for the island, is in use by the police, the fire department, and the medical service.	entertainment
13	Vaginal dryness is a common symptom of menopause and many women find it a highly troubling issue.	politics
14	In addition to the usual testing for alcohol content in blood, police may also randomly test for drug content.	science/technology
15	In other cases, only those who find themselves in a position of power or wealth are able to afford to travel, and thus the travel experience is often limited to those with means to comply.	politics
16	It's also less crowded than the peak season, so you will more likely find a solitude than at other times of the year.	geography
17	In addition to causing mild to moderate headaches in some people, the sleepy feeling caused by ephedrine is mistaken for real sleep and causes excessive use.	politics
18	Rating: (US) A+ to A- (UK) 5 star	entertainment
19	Pre-competition planning, team building and mentality training are important aspects of any sport, but particularly important in rowing, where results are determined by a very small margin between the best two rovers.	geography
