id	text	category
1	But the discovery ya ya sika ore bodies makes yango likoki ezali oyo the ya nga ako kozala exploited lisusu .	science/technology
8	"He asalaki te specify nini bimekeli ye ezalaki talking pene , kasi ye asalaki koloba oyo the boyangeli ezalaki taking steps na "" aggressively "" kobanda kosalela policies oyo elandi mbula na komata the nimero ya ezali housing units ."	politics
22	A lisusu ya mindondo ya ya oyo komeka involves making a nzete ya concombre , to mosusu moto ya likambo , nini ntango kotya na a sani ya jelly , makes a libulu na the likolo .	science/technology
24	Google 's parent moninga , Alphabet , reported Mwa Mibale oyo yango kozala na slowed the rollout ya Google Glass , the moninga 's likolo - tech eyewear , delai na libateli concerns .	science/technology
26	The papie concludes elongo mibale hypotheses pene the ebandeli ya elamba : moko pene the komibimela ya a kobima selile niche , mpe moko pene the emergence ya signalling molecules .	science/technology
30	The mpembe litono to lopete na a giraffe 's orca ( outer ) mposo azali delai na the kozala ya palata , nini gives the mposo a brightly colored komonana .	science/technology
35	Her warmth mpe candor gained ye baninga na kati the basi ya the mboka , nani stopped na lisalisi ye elongo ye mosala , na kokabola bango bilei , mpe na koyoka na the stories ya bango bomoi .	travel
37	Bambara azali a agglutinative lokota , ndimbola oyo ya sika maloba bazali created pene combining ezali ones .	science/technology
39	However , kuna azali komitungisa oyo oyo newfound bonsomi ekoki plomb na a lisusu komata na the kosalela ya drugs na kobikisa ntango , nini akoki kotya ebele bomoi na likama .	health
40	"Singer - songwriter Rihanna ezalaki criticized nsima ye ezalaki photographed na a feti nsuka sanza kolata a chemise oyo kozala na the slogan "" bolingo azali "" kokoma na yango ."	entertainment
45	Most passports ako mbala mingi kopesa nzela yo na kokota mpe kobima South Africa , mpe na mingi borders , ndenge molai ndenge yo kotikala na the kopesa esika .	travel
46	The tempelo azali moko ya the mingi ntina sites na kotala na Nepal . It azali the largest tempelo na the mboka mpe azali kotalela the ndako ya the deity .	geography
47	The ya kokamwa feat ya engineering nsima the Mach 3 speedboat azali ntina seeing mpo na itself .	science/technology
57	However , ye kosala kopesa a ekeseni ndimbola mpo na the ebandeli ya the ndoto logic , stating oyo yango azali delai na the bato mposa na kopesa ndimbola na the ya mindondo mingi ya events oyo zwa esika na ya biso mokolo na mokolo bomoi .	science/technology
63	Soil kolongono ya nzoto azali a ya mindondo likambo oyo encompasses a monene mingi ya factors , ata mpe organic likambo , ebongi mabele particles , ebongi mai , mpe kolongono nzete bomoi .	science/technology
64	He kosalela 19 months researching mpe kokoma oyo mokanda , mpe ye kozala a ya sekele studio na New York City wapi ye teaches sculpture .	entertainment
65	The hotele kokamba moninga azali mokambi mpo na convincing the hotele owners oyo yango azali na the interests ya nyonso mibale parties na kopesa nzela the cages na kotikala , ata atako kuna azali elembeteli oyo holding cages neti ndenge oyo mpo na yango wana molai kozanga a shanse na koningana zingazinga yango wana oyo the birds akoki kokoma stressed azali unethical .	travel
66	Fortunately , drivers momeseno na komitambwisa na kati a reasonably ebongi mingi ; yango wana , makambo ya kotambola streams momeseno na kozala na mosusu makambo makasi te mbala na mbala mpe akoki kozala makasi represented mathematically .	travel
71	Shame akoki kozala a monene likambo na mpo na nini bato komipesa na behaviors oyo kotya bango na likama mpo na maladi to mpota .	health
74	The nsinga azali the fifth mokanda na the Sea , Sky mpe Steam milongo mpe follows the adventures ya Captain Steam , a steamer .	entertainment
81	Cycling azali a eleko ya molunge sport wapi bato sikle na roads to mosusu designated paths .	sports
84	Malamu , yango wana mbala mosusu te the nicest likanisi ata moke te , kasi yango komonana neti na nga oyo the caoutchouc etuluku slips likolo ya the telescope mpo yango azali te kokangama mingi .	science/technology
90	In likambo ya mbula , yo akoki ata moke te kozala solo nini surprises yo . So , yango 's malamu koleka na mema moko lingembu ata soki yango 's te mpenza mai .	travel
96	The artikle states oyo resale prices mpo na secondhand cars na Inde bazali kokitisa koleka na ebele mosusu developing countries .	travel
110	Iyo , yango kosala kobongola na kati , well , a mingi ya paperwork .	science/technology
112	Freedom na kosala mistakes mpe na kozala moto ya maladi azali a eteni ya the koyekola kosala mpo na ebele bana .	health
114	"Posted na makambo ya bomoi media ezalaki a foto ya the license sani , nini promised , "" Venomous Snake , "" whereupon the mbongo na maboko kokomisa nkombo promised "" a kozongisa mbongo . """	entertainment
131	In mosusu cases , kaka baoyo staying koleka butu bazali kopesa , yango wana kozala solo na kotala the mibeko mpo na ya yo ya sikisiki campsite .	travel
145	"Even atako yango 's abengaki a "" ndako ya zamba "" , mosusu versions kozala na na koloba solo mwa mingi a mingi ya esika , mpe akoki accommodate likolo na motoba bato ."	travel
148	Alcoholic beverages bazali ntina na ebele ya losambo celebrations , mpe the kozanga ya oyo akoki mbala mingi kozala the ntina mpo na the celebration kozala abengaki likolo ya .	entertainment
149	The bolukiluki ezalaki conducted na masuwa ya monene ships oyo kosala a voyage ya pene 12 days .	science/technology
156	Mwa Mposo 's likambo ezalaki the ya liboso ya a milongo ya events oyo ako kokundwela visitors ya Japan 's mozwi lisolo ya cherry blossom viewing .	travel
158	Despite the kampanye 's kotya likebi na kozwa elenge bato na vote , ebele older voters lisusu expressed bango frustration elongo the kozanga ya esalaka participation pene younger generations .	politics
163	Vacation kosala mobembo azali a lolenge ya kosala mobembo oyo involves visiting a ekeseni esika koleka the esika ya residence mpo na a prolonged eleko ya ntango .	travel
169	"He alobaki ye ezalaki "" mpenza , mpenza sad "" na koyoka ya the liwa ya a mwana-kelasi , kasi oyo ye ezalaki esengo the mosusu mwana-kelasi ezalaki treated na lopitalo mpe azali kozela na kobika ."	health
175	Each ya oyo revolutions ezalaki followed pene a eleko ya repression , mbala mingi kokamba pene the ya kala revolutionary kelasi itself , oyo substituted mpo na the mokolo regime a ya sika etinda ya biloko oyo mbala mingi apesaki ya ntina mingi na the interests ya the ruling kelasi .	politics
177	Political corruption azali defined ndenge the komeka ya officials to politicians vested elongo nguya using oyo nguya mpo na bango ya yo moko kolonga .	politics
