id	text	category
1	Hearst Magazines , which owns The Sun , was the first publisher to announce a move to digital only , on April 16 .	entertainment
3	Congratulations are in order for both the winner and the runner - up , as they both achieved the halfway point of the race .	sports
5	Wohler et al. 2009 exposed 50 plants to a simulated martian environment and found only four plants that showed signs of stress .	science/technology
8	A really good ( and fun , too , to make a long story short ) way to keep the discussion on science topic alive is to have a science fiction convention .	entertainment
21	The event is organized by the Stamp Association of Australia ( NSW ) Inc , a not - for - profit organization that aims to promote the study of philatelic science .	entertainment
25	Balochistan is the only Pakistani province that does not have a friendly relationship with any of its neighbors .	geography
28	US $ 24.99 per person , per day , includes breakfast , so it 's a good deal if you 're willing to delay eating to climb .	travel
30	The blockades were put in place to prevent protestors from returning to their home states where they would face repression from the governments they protested against .	politics
32	Why do some airlines allow it and others do n't ?	travel
38	It 's a major event in the year for many skiers and snowboarders , and the scene of many a fascinating ski or snowboarding film .	sports
42	At the hospital , they taught her how to take care of the baby 's needs , including changing the baby 's diaper , if necessary .	health
49	A more violent example is when a pilot tries to land a plane but it veers violently out of control .	science/technology
55	Unfortunately , the state of preservation of old documents , the growth of the library 's collection , and the desire to make the library accessible to the public all demand that some books be removed from the stacks .	science/technology
61	The cost of medical care in Cuba is low for the region , but visitors are required to pay for medical insurance prior to entering .	health
64	"She added that "" it is not possible to travel on the train in First Class or Business Class and expect to sleep on a bed . """	travel
67	Artist : Redfoo , also known as Redmood , is a six - piece R&B group from Chicago , Illinois .	entertainment
73	Dogri was the name of the tribe that lived in the square inch of land between the rivers Indo and Ganges .	geography
76	Voting machines should be so constructed as to be impossible to manipulate during a election .	politics
80	There is no room for error when it comes to sports ' clothing ; the line between fashion and function is becoming increasingly blurred .	sports
87	His impeccable record as a manager ( his managerial career spanning five clubs ) has him regarded as one of the best in history .	sports
88	"Sorani ( 1998 ) describes the tourism industry as one that "" requires the co-ordination of many separate activities , such as travel agent , travel planner , hotelier , restaurateur , and so on . """	travel
92	But , the chief geologist of Indonesia 's geospatial agency , Bambang Suryo Utomo , said that the explosion caused by the landslide was massive .	geography
93	Fake news is a growing problem . Some news organizations even have editors on staff who check for fake news .	science/technology
95	"She said the experiment "" led us to conclude that the formation of a new population of stars - the birth of a new galaxy - is a very active process that creates a lot of noise in the surrounding space . """	science/technology
96	The national sport is football , and the national team is the Big Red Button , having won the FIFA World Cup in 1990 .	sports
98	The phase change material would be heated up to a temperature above its phase change point , causing it to change state from liquid to gas .	science/technology
106	In addition to the food , they take care of the package of food for the journey , which in some cases is a hot dog , a sizable sandwich , or a mixture of the two .	travel
115	The child safety lock is a safety feature that prevents the carousel from moving if a child is left unattended on it .	travel
119	The birthday celebration is being organized to promote tourism in the country , which is trying to revive its image as a luxury travel destination .	travel
122	Spontaneous combustion , also called fire , is the burning of a material in the absence of any ignition source .	science/technology
125	However , he warns that there is no international consensus on what constitutes a safe level of radiation .	science/technology
126	The umbrella client is the type of client for whom the sale of one product or service is not sufficient but rather requires the simultaneous sale of several related products or services .	science/technology
129	However , be aware that even though the fuzziness is practical , it is not a practical solution to the problem .	science/technology
131	Turkey 's dream team is a composite team of the country 's best players , who were selected based on their performance in the 2015 FIBA World Cup .	sports
132	The movement of the iron across the water causes a disturbance in the water , which causes the skier to feel a push or pull in the direction of the motion of the ski .	sports
133	The stings of a hornet are not very painful , but they can cause severe allergic reactions in some people .	health
137	No airline in the world allows you to fly , get off your plane at a destination you have not been listed as a departure point for .	travel
138	The arrival of the steeplechase , a new event at the Games , has also inspired many people to think about what it is to be a competitor in this sport .	sports
140	The priest taught schoolboys how to do the hula hoop , but the boys hit the priest with the hoops , so he had to teach them how to play safe .	entertainment
143	Unfortunately , the invention of the pencil made it much easier to write . So , the pencil was soon obsolete by other writing instruments .	science/technology
150	On Sunday , the two groups announced they had successfully interacted , the first time that scientists have been able to observe fusion reactions taking place .	science/technology
157	Drink plenty of fluids to prevent dehydration , as this can lead to dizziness and even blindness , if not addressed immediately .	health
158	Eighteen months ago , this blog post was about a travel writer who was isolated in a remote part of the world .	travel
159	"But , he says , "" they do n't seem to be doing much to get along with each other . """	entertainment
167	It seems to me to connect with a flight that was forward of my original flight by a significant amount of time .	science/technology
168	Driving at night can be dangerous , because the driver 's vision can be impaired by the dark . To prevent this , make sure that the car is well lit and all the safety equipment is in working order .	travel
169	The sport is primarily played in a duel format , one fencer dueling another .	sports
174	The introduction of the tidal wave , or flood , of sound that comes with the music of the band was meant to bring the audience into the dance floor , to an intimate level with the performers .	entertainment
178	But if you 're used to warm climates , you 'll find that the threshold for cold is lower than you think : a few degrees below zero are common .	geography
181	The experiment was to act as a control to see if the drug could prevent malaria , or just relieve the symptoms .	health
183	After the match , Krystina said she was thrilled to be back across the finish line ahead of thousands of competitors .	sports
186	The experiment was to determine if the proton 's mass could be identified as the sum of the mass of the neutrons and the proton 's mass .	science/technology
187	A bachelorette party is a party that a woman hosts for her friends to celebrate her upcoming marriage .	entertainment
190	Waterfalls are really beautiful to see , and many a tourist 's greatest pleasure is to find a place with a good view and to sit and enjoy the scene .	travel
201	Director of photography Sandeep Singh Gill 's nomination for the Filmfare Best Cinematography Award has sparked controversy because he is believed to have been the first Indian to be nominated in this category .	entertainment
213	There is a treatment for the honeymoon phase , when the newlyweds go off on a honeymoon to get away from the wedding festivities .	travel
219	Trash can come in handy for picking up debris from the field after a gross of muddy sport .	sports
227	My parents , who are both professors , did n't think much of the idea of me gathering data and writing a paper .	science/technology
230	India ’s new electoral law has led to strange elections proceedings in states like Assam , where the ruling party won by a huge margin .	politics
235	For those willing to forgive and forget , January is the perfect month to take a journey to the tropics to get away from it all .	travel
236	Horn recently finished two years of retirement from competitive sport to focus on his health .	sports
241	Working out with weights increases strength and mass , two traits that contribute to good sports ' performance .	sports
242	Drinking alcoholic beverages excessively can damage the liver , a organ that helps to process drugs .	health
244	Finally , a back - pack travel bag that is suitable for ultra- trail running , must be able to take care of both , the back - packers needs and the current state of the art in technology .	travel
246	Previous research has shown that mood disorders , such as depression and anxiety , can be caused by a lack of the chemical dopamine in the brain .	health
247	"She said the world was "" now living in the midst of a pandemic of a stupidity that is causing real damage , both social and physical , in many forms . """	health
248	Chimneys of burning coal are often the first sign of a fire in a coal mine .	science/technology
249	The main event will be a night - time concert by the popular group determined by the Balloon Fiesta organizers to be the most interesting balloon show in the region .	entertainment
255	Dr. Gupta is grateful for the support of the management of the Shri Shankaracharya Medical College and Hospital , which allowed them to treat the patient in a private room and at no cost to the government .	health
261	Drinking alcoholic beverages in excess can damage the liver , which can then become unable to perform its function properly .	health
267	Loose - skinned creatures like the kangaroo are able to push themselves through the gaping hole left by a dead animal , but other creatures cannot pass through .	science/technology
271	After a fast initial climb , the majority of the hill climbing is done on flat or slightly downhill terrain .	travel
274	Sport can serve as a tool to promote unity and harmony among groups of people from different cultures and backgrounds .	sports
279	Drink alcoholic drinks with moderation . Alcoholic drinks cause damage to the liver , which can lead to liver disease and even liver failure .	health
283	Fourteen people were hospitalised , including the director of the film studio , who was treated for concussion after being knocked down by a propeller .	health
288	Plastic surgery is a very competitive field , and the plastic surgeon will often tell you that he or she will tell you about your options before starting the procedure .	health
293	"She said the talk show discussed "" all "" the common themes of teenage life , like dating , sex , and drugs ."	entertainment
308	For example , one might say that the Protestant Reformation led to a greater freedom of religion , though this freedom did not extend to all .	politics
310	Unfortunately , it is not uncommon for travel agencies to seek to fill the gaps in their supply chains , even when this means overbooking , with the intent of maximizing their revenue .	travel
311	He is accused of having sacrificed babies at the altar of the goddess , Anubis . He was ashamed and afraid of the goddess , so he made a pact with her to keep her secrets .	science/technology
315	They collaborated to create a robot that can grasp objects , move through space and cooperate with other robots .	science/technology
317	Each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories .	entertainment
319	How to Cook a Hundred Dishes of Chinese Food is a cookbook by the American journalist and food writer Mary Lou Wu .	entertainment
321	The transportation network , which couple with the yellow cabs , demonstrates this country 's transportation system 's value for money .	travel
328	"He said the government took the "" very serious "" statement of a dream agent who said he took a bribe to make it look like a child had been abandoned at a bus stop ."	politics
333	Salmon , trout , and other fish in the trophy class can be a challenge to catch , but with a little luck and some knowledge you too can enjoy a successful hunt .	sports
334	His enthusiasm for the game was contagious , and he was the cause of many a cheer and applause in the crowd as he performed his signature trick , the 360 - degree loop .	sports
347	Hackers may gain unauthorized access to computer systems , which may then be used to commit fraud , steal identity , or perform other illegal activities .	science/technology
349	The territory covers 40,000 km2 ( 16,000 sq mi ) and is divided in 40 different ecozones , each supporting different wildlife .	geography
350	Car batteries usually consist of a mixture of different chemicals , including lithium , to give the car its charge .	science/technology
354	Hello ! I 'm Tristan Lavoie , and I 'm the science and technology reporter .	science/technology
357	The worst case scenario , they host a party where a lot of drunken people talk , sing , and dance around a table .	entertainment
359	The rectangle in the centre of the flag is the main feature and marks the location of the six other marks .	sports
366	Pairs of tsetse flies , or trypanosomes , are carried by the red- legged frog and fly to humans when they bite .	science/technology
