id	text	category
0	Sheep are the most easily frightened of all animals, and will flee if they see a human.	health
1	Hearst Magazines, which owns The Sun, was the first publisher to announce a move to digital only, on April 16.	entertainment
2	Independently of each other, the three elements need to exist for a triangle to be stable.	politics
3	Congratulations are in order for both the winner and the runner-up, as they both achieved the halfway point of the race.	sports
4	In general, it is not a good idea to write to your government if you are going to be out of country for a long period of time. Even though you may be able to write a regular letter, it is not recommended due to the long process of getting a visa.	politics
5	Wohler et al. 2009 exposed 50 plants to a simulated martian environment and found only four plants that showed signs of stress.	science/technology
6	Morever, they (the airlines) now agree to take responsibility for loss of luggage, which has been a frequent cause for dispute with travel agents.	sports
7	Meatloaf is a common dish featuring a mixture of cooked meats and vegetables in a breading.	sports
8	A really good (and fun, too, to make a long story short) way to keep the discussion on science topic alive is to have a science fiction convention.	entertainment
9	She补充道，“然而，他并没有显示出任何要改变他立场的迹象。他重申了先前的声明，即结婚是男人为了满足性欲而创造出来的。”	science/technology
10	Quechua is the most commonly used language in daily life by 80 percent of the population, and Spanish is used by 20 percent of the population or more.	entertainment
11	For example, some music streaming services offer a free trial period, during which time you can listen to a sample of the music before deciding to subscribe.	health
12	Fourteen-year-old Jessica Drake is the youngest person to date to write a book.	travel
13	However, you should not expect to find a large supermarket chain in the country, because these are not really worth the trip for the few dollars you might save.	entertainment
14	India’s locker room culture is not well understood abroad. India plays host to the largest number of international cricket matches per capita.	geography
15	It's no longer necessary to sacrifice comfort, style and performance.	health
16	Hi Travel Guides, we're sorry to hear that your visit to the Five Sisters was not what you had expected.	geography
17	"The president of the Plumbing Institute of Australia (PIA) said the bushfires represent a ""catastrophic"" and ""epidemic"" phase, with some experts believing the fire danger in the state will not be safe until late August."	sports
18	"However, there is some controversy as to whether this diagnosis should be placed in the category of ""medical conditions"" or ""diseases."""	entertainment
19	In the 1800s, the area was abandoned by the Portuguese in favor of São Tomé and Príncipe, and until recently it was not profitable to farm.	health
20	The journalist was allegedly hit by a police van as he was taking pictures of the protest banning the use of the contraceptive drug, Plan B.	sports
21	The event is organized by the Stamp Association of Australia (NSW) Inc, a not-for-profit organization that aims to promote the study of philatelic science.	entertainment
22	Hunting for sport is a cause for conflict with the wildlife, because many wildlife habitats are being destroyed to make room for agriculture.	travel
23	"Saturday was the final day of the festival, with the Main Stage being hosted by the headliner that was announced as the ""love god"" Tame Impala."	travel
24	Mildly inbred, the toucan (Acridotheres tristis) is the only bird of prey that can learn to fly.	entertainment
25	Balochistan is the only Pakistani province that does not have a friendly relationship with any of its neighbors.	geography
26	However, there is definitely more to this story. The Guaraní were the first people to tame the horse, and they used it to ride and fight.	entertainment
27	The report found that 34 of the 70 fish tested positive for the growth-promoting drug melamine.	politics
28	US$24.99 per person, per day, includes breakfast, so it's a good deal if you're willing to delay eating to climb.	travel
29	Northwestern University's Pritzker School of Medicine reported six months of data from the clinical trial of the experimental vaccine and found it to be safe.	politics
30	The blockades were put in place to prevent protestors from returning to their home states where they would face repression from the governments they protested against.	politics
31	The proposal was one of a series of measures announced by the government to woo voters ahead of the 2015 federal election.	travel
32	Why do some airlines allow it and others don't?	travel
33	The government also stated that it will invest $300 million over three years to help fund research on sustainable energy technologies.	science/technology
34	No one wants to grow up and become someone who is not willing to sacrifice their identity for the sake of popularity.	sports
35	Excessive drinking can have a negative effect on any relationship, but it can have particularly serious consequences for those who want to pursue a career in the entertainment industry.	sports
