id	text	category
3	Ewert ’s sekai ke the tlhatlhoso ya the sport ka boditšhaba tournaments ntse jalo jaaka the Olympic Games .	sports
5	Seilokhano ke a puo mo the lelapa ya West Philippine languages . It ke moderately well - invented , le ka nna mutually tlhalogantse magareng ga speakers ya nngwe Philippine languages , go akaretsa Spanish .	science/technology
7	Other go na le the tshika ya mogote le bofefo , dimela dira eseng ruri dira segolo nngwe .	science/technology
20	Fortunately , foo ke a ka thokgamo bori molao ya kgonotswe wena kgona latela go ka kgobololo ikaelela leng go emisa trying go innovate ka sefofane crashes : When the tekanyo ya the thula damps boitlhamelo , se becomes the simolola ya sengwe ntšha .	science/technology
22	siame , the NNETE kgang ke gore ba taboga tswa ya madi mo go maswe ka pele . The managers siama dira eseng na le the madi -ela the luxuries rata dijo le nwa -ela the players .	sports
50	Dasha , yo nyetse Lord Ashcroft 's son maabane , turned godimo go the lenyalo mo a khibidu mosese .	entertainment
59	Watch ntle -ela the whitewash mo the roadways , railings , le nngwe nang le jaaka ba a sega go fetisa ka pele go na le the asphalt fa tlase .	travel
62	"Her ntlha ne kgatlhanong ene malome , a.k.a. "" Dragon "" , mo a ntwa e ended mo a no-contest ."	sports
63	The botso ya se ke e batho utlwa gore ba tshwanetse lomaganya a rileng letswele go utlwa karolo ya the “ club . ”	sports
72	However , the discovery ya ntšha leokwane reserves mo the Permian Basin , mo the United States , na le resulted mo a reduction mo the tlhwatlhwa ya leokwane tshika , efe na le dirile se cheaper go uma .	geography
78	nna Photojournalism Class , re studied the masimo ya ntsi tumile photojournalists go ithuta ka ga the responsibilities le challenges ya the tiro .	entertainment
87	"A political cartoonist ka gonne The Daily Show , Jon Stewart , parody'd a dikgang briefing , mo efe the moporesidente 's bobega dikgang secretary ne portrayed jaaka a "" turtle ka fufula glands mo gagwe tlhogo . """	politics
95	Knights ' Hall , located mo the University ya Cambridge , ke the fela institution mo the lefatshe gore grants a dikirii mo Mixed Martial Arts .	sports
110	We a tshwenyegile gore Mr. Bachmann , yo na le kile nyetse , ka senka go fitlhelela bong itshupo legalization ka gagwe gae boemo ya Nevada .	politics
