id	text	category
1	She kuyamba pawalo na yelling pa the camera mwanalume kwa yayi taking a cithuzithuzi wa iyo , apo ranted pa the reporter njani kuyamba ku ripoti iyo .	science/technology
4	In vinyake parts wa the chalo cha pasi , kurya viwisi nyama ni a nthowa wa umoyo ; mu ivi parts wa the chalo cha pasi , kurya viwisi eggs olo undercooked nyama ni yayi a suzgo .	health
8	Remember iyo wako yikuru uko chafuma wa uthenga munyengo the kampeni kuzamuwa kuwa the candidate 's kuzomerezeka mwakwenerera website .	politics
10	Queenstown ni the kuwumaliro kwa chinthu kwa vinandi zuba trips ku the vyakuzingilira mountains ndipo glaciers . Bicycles imwe a makora nthowa ku wona the malo ndipo -ngachita kuwa rented kufuma vinandi wa the businesses mu Queenstown .	travel
11	The data kweniso suggests iyo the chilombo 's immune ndondomeko wakawa yayi kufiska ku kulimbana nawo na the nyuwani kusefa wa virus fuma kuwa kuwonekera pakweru ku the cheneko kusefa munyengo the 2007 – 08 outbreak .	health
22	The malonda ungano , izo represents the interests wa the filimu makampani , pangika the kujipereka chitatu mu a lawsuit kususka zinkhondi na zitatu internet streaming services .	entertainment
23	Trees killed na the chivundungwelu wakawa wakang'anamuranga ku kuwa replaced , kweni a boma audit sanga iyo funds waka- kuwapo nanga pa vyakumela iyo looked temwa trees .	health
26	The uzi wa dumbiskana drifted naturally ku abortion , ndipo iyo wakawa sono sono suggested iyo the chiwemi chomene nthowa ku mankhwala the chalo wa ni wulwani wakawa ku kuwa na nga ni vinandi babies nga ni machitiko .	health
42	Fortunately , drivers kutemwa ku nkhalo mukati a reasonably kusinthasintha chiwerengero ; ntheura , thirafiki streams kutemwa ku kuwa na vinyake wakupulikikwa parallelism ndipo -ngachita kuwa mu nthowa yiheni represented mathematically .	travel
44	The mwana wa fumu ' cottages imwe located pa the chiduli pachanya the kukaya , ndipo pasa kuzizwiska views kujumpha the vyakuzingilira ku mizi .	travel
45	Besides carrying ngongole ku nyamula kwa generations ku zanga , the chituba mwanalume mazele the South na a ndondomeko wa laws ndipo institutions iyo wakawa designed ku sunga the chifipa banthu mu ukavu .	politics
47	The researchers kweniso concluded iyo the nkhandwe feces , izo contained nitrogenous compounds , wangachita gwilila ntchito nga ni a marker kwa chirombo urine pa the ayezi .	health
